#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
57,06/21/2022 10:08:52,28.03,41.26,13.66,,,
58,06/21/2022 10:09:52,28.05,41.13,13.64,,,
59,06/21/2022 10:10:52,28.06,41.20,13.67,,,
60,06/21/2022 10:11:52,28.06,41.36,13.73,,,
61,06/21/2022 10:12:52,28.14,40.82,13.59,,,
62,06/21/2022 10:13:52,28.11,40.68,13.51,,,
63,06/21/2022 10:14:52,28.15,40.74,13.58,,,
64,06/21/2022 10:15:52,28.16,42.12,14.10,,,
65,06/21/2022 10:16:52,28.58,57.73,19.45,,,
66,06/21/2022 10:17:52,29.20,57.37,19.94,,,
67,06/21/2022 10:18:52,29.71,61.45,21.52,,,
68,06/21/2022 10:19:52,30.11,49.84,18.51,,,
69,06/21/2022 10:20:52,30.57,53.84,20.18,,,
70,06/21/2022 10:21:52,31.06,56.50,21.42,,,
71,06/21/2022 10:22:52,31.51,52.45,20.62,,,
72,06/21/2022 10:23:52,31.81,51.52,20.60,,,
73,06/21/2022 10:24:52,32.11,58.03,22.83,,,
74,06/21/2022 10:25:52,32.37,58.01,23.07,,,
75,06/21/2022 10:26:52,32.64,56.46,22.88,,,
76,06/21/2022 10:27:52,32.88,61.30,24.47,,,
77,06/21/2022 10:28:52,33.17,63.49,25.33,,,
78,06/21/2022 10:29:52,33.32,56.06,23.39,,,
79,06/21/2022 10:30:52,33.50,56.45,23.68,,,
80,06/21/2022 10:31:52,33.52,49.79,21.62,,,
81,06/21/2022 10:32:52,33.51,54.97,23.24,,,
82,06/21/2022 10:33:52,33.50,50.72,21.91,,,
83,06/21/2022 10:34:52,33.41,52.91,22.51,,,
84,06/21/2022 10:35:52,33.28,57.46,23.76,,,
85,06/21/2022 10:36:52,33.33,64.39,25.72,,,
86,06/21/2022 10:37:52,33.53,66.64,26.50,,,
87,06/21/2022 10:38:52,33.76,63.19,25.81,,,
88,06/21/2022 10:39:52,33.96,66.79,26.94,,,
89,06/21/2022 10:40:52,34.10,65.27,26.68,,,
90,06/21/2022 10:41:52,34.24,61.87,25.91,,,
91,06/21/2022 10:42:52,34.24,63.90,26.45,,,
92,06/21/2022 10:43:52,34.30,67.51,27.44,,,
93,06/21/2022 10:44:52,34.41,62.69,26.29,,,
94,06/21/2022 10:45:52,34.47,58.21,25.09,,,
95,06/21/2022 10:46:52,34.42,59.38,25.38,,,
96,06/21/2022 10:47:52,34.35,56.83,24.58,,,
97,06/21/2022 10:48:52,34.25,59.04,25.13,,,
98,06/21/2022 10:49:52,34.21,55.94,24.18,,,
99,06/21/2022 10:50:52,34.03,56.90,24.30,,,
100,06/21/2022 10:51:52,33.82,43.04,19.53,,,
101,06/21/2022 10:52:52,33.48,53.89,22.89,,,
102,06/21/2022 10:53:52,33.26,55.14,23.06,,,
103,06/21/2022 10:54:52,33.04,45.72,19.80,,,
104,06/21/2022 10:55:52,32.88,51.25,21.51,,,
105,06/21/2022 10:56:52,32.83,54.85,22.57,,,
106,06/21/2022 10:57:52,32.77,55.78,22.80,,,
107,06/21/2022 10:58:52,32.78,55.41,22.70,,,
108,06/21/2022 10:59:52,32.72,54.09,22.24,,,
109,06/21/2022 11:00:52,32.69,57.58,23.25,,,
110,06/21/2022 11:01:52,32.71,62.38,24.60,,,
111,06/21/2022 11:02:52,32.72,58.65,23.58,,,
112,06/21/2022 11:03:52,32.69,55.07,22.51,,,
113,06/21/2022 11:04:52,32.68,59.31,23.73,,,
114,06/21/2022 11:05:52,32.73,59.15,23.73,,,
115,06/21/2022 11:06:52,32.82,60.63,24.23,,,
116,06/21/2022 11:07:52,32.90,61.13,24.44,,,
117,06/21/2022 11:08:52,33.06,56.00,23.13,,,
118,06/21/2022 11:09:52,33.26,61.02,24.75,,,
119,06/21/2022 11:10:52,33.44,59.95,24.62,,,
120,06/21/2022 11:11:52,33.60,53.42,22.85,,,
121,06/21/2022 11:12:52,33.81,48.46,21.44,,,
122,06/21/2022 11:13:52,34.03,53.61,23.31,,,
123,06/21/2022 11:14:52,34.19,54.61,23.76,,,
124,06/21/2022 11:15:52,34.34,59.22,25.26,,,
125,06/21/2022 11:16:52,34.49,55.61,24.34,,,
126,06/21/2022 11:17:52,34.62,61.42,26.14,,,
127,06/21/2022 11:18:52,34.77,60.12,25.91,,,
128,06/21/2022 11:19:52,34.92,59.27,25.81,,,
129,06/21/2022 11:20:52,35.11,56.24,25.11,,,
130,06/21/2022 11:21:52,35.37,61.81,26.95,,,
131,06/21/2022 11:22:52,35.66,61.58,27.16,,,
132,06/21/2022 11:23:52,35.89,61.77,27.43,,,
133,06/21/2022 11:24:52,36.02,52.07,24.66,,,
134,06/21/2022 11:25:52,35.97,42.20,21.13,,,
135,06/21/2022 11:26:52,35.82,45.40,22.20,,,
136,06/21/2022 11:27:52,35.77,51.24,24.15,,,
137,06/21/2022 11:28:52,35.81,53.99,25.07,,,
138,06/21/2022 11:29:52,35.99,53.94,25.22,,,
139,06/21/2022 11:30:52,36.22,58.84,26.90,,,
140,06/21/2022 11:31:52,36.45,60.78,27.68,,,
141,06/21/2022 11:32:52,36.74,54.35,26.04,,,
142,06/21/2022 11:33:52,37.05,54.91,26.50,,,
143,06/21/2022 11:34:52,37.48,54.75,26.85,,,
144,06/21/2022 11:35:52,37.70,48.43,24.97,,,
145,06/21/2022 11:36:52,37.65,47.66,24.66,,,
146,06/21/2022 11:37:52,37.56,40.12,21.72,,,
147,06/21/2022 11:38:52,37.37,51.30,25.65,,,
148,06/21/2022 11:39:52,37.31,53.55,26.32,,,
149,06/21/2022 11:40:52,37.21,56.82,27.24,,,
150,06/21/2022 11:41:52,37.00,53.82,26.11,,,
151,06/21/2022 11:42:52,36.84,45.64,23.20,,,
152,06/21/2022 11:43:52,36.73,54.21,25.99,,,
153,06/21/2022 11:44:52,36.78,57.18,26.94,,,
154,06/21/2022 11:45:52,37.05,49.91,24.89,,,
155,06/21/2022 11:46:52,37.40,52.52,26.06,,,
156,06/21/2022 11:47:52,37.69,57.09,27.76,,,
157,06/21/2022 11:48:52,38.05,52.56,26.68,,,
158,06/21/2022 11:49:52,38.36,57.22,28.42,,,
159,06/21/2022 11:50:52,38.36,59.95,29.23,,,
160,06/21/2022 11:51:52,38.30,58.05,28.61,,,
161,06/21/2022 11:52:52,38.09,50.90,26.17,,,
162,06/21/2022 11:53:52,37.69,50.50,25.67,,,
163,06/21/2022 11:54:52,37.42,56.41,27.30,,,
164,06/21/2022 11:55:52,37.16,54.53,26.48,,,
165,06/21/2022 11:56:52,37.02,57.29,27.20,,,
166,06/21/2022 11:57:52,37.02,62.64,28.73,,,
167,06/21/2022 11:58:52,37.16,57.38,27.36,,,
168,06/21/2022 11:59:52,37.28,56.52,27.21,,,
169,06/21/2022 12:00:52,37.45,48.04,24.61,,,
170,06/21/2022 12:01:52,37.52,44.75,23.50,,,
171,06/21/2022 12:02:52,37.40,48.08,24.58,,,
172,06/21/2022 12:03:52,37.38,52.63,26.09,,,
173,06/21/2022 12:04:52,37.44,53.59,26.45,,,
174,06/21/2022 12:05:52,37.58,44.41,23.42,,,
175,06/21/2022 12:06:52,37.57,38.74,21.16,,,
176,06/21/2022 12:07:52,37.47,48.73,24.87,,,
177,06/21/2022 12:08:52,37.51,55.14,27.00,,,
178,06/21/2022 12:09:52,37.50,53.91,26.61,,,
179,06/21/2022 12:10:52,37.51,52.04,26.02,,,
180,06/21/2022 12:11:52,37.55,52.97,26.35,,,
181,06/21/2022 12:12:52,37.60,57.14,27.69,,,
182,06/21/2022 12:13:52,37.69,55.65,27.32,,,
183,06/21/2022 12:14:52,37.73,53.61,26.72,,,
184,06/21/2022 12:15:52,37.63,43.66,23.18,,,
185,06/21/2022 12:16:52,37.36,43.32,22.81,,,
186,06/21/2022 12:17:52,37.22,46.70,23.93,,,
187,06/21/2022 12:18:52,37.16,47.01,23.99,,,
188,06/21/2022 12:19:52,37.21,55.90,26.96,,,
189,06/21/2022 12:20:52,37.17,59.82,28.08,,,
190,06/21/2022 12:21:52,37.10,59.58,27.94,,,
191,06/21/2022 12:22:52,37.01,63.94,29.08,,,
192,06/21/2022 12:23:52,36.93,63.22,28.81,,,
193,06/21/2022 12:24:52,36.85,60.03,27.84,,,
194,06/21/2022 12:25:52,36.76,63.05,28.60,,,
195,06/21/2022 12:26:52,36.75,65.52,29.26,,,
196,06/21/2022 12:27:52,36.72,63.35,28.64,,,
197,06/21/2022 12:28:52,36.73,62.33,28.37,,,
198,06/21/2022 12:29:52,36.85,65.02,29.22,,,
199,06/21/2022 12:30:52,37.02,63.96,29.09,,,
200,06/21/2022 12:31:52,37.22,60.98,28.46,,,
201,06/21/2022 12:32:52,37.46,63.22,29.31,,,
202,06/21/2022 12:33:52,37.61,63.42,29.50,,,
203,06/21/2022 12:34:52,37.75,60.87,28.92,,,
204,06/21/2022 12:35:52,37.84,49.15,25.35,,,
205,06/21/2022 12:36:52,38.22,43.44,23.63,,,
206,06/21/2022 12:37:52,38.56,43.77,24.06,,,
207,06/21/2022 12:38:52,38.83,42.65,23.87,,,
208,06/21/2022 12:39:52,38.85,40.93,23.20,,,
209,06/21/2022 12:40:52,38.83,40.30,22.93,,,
210,06/21/2022 12:41:52,38.84,39.73,22.71,,,
211,06/21/2022 12:42:52,38.82,37.90,21.91,,,
212,06/21/2022 12:43:52,38.92,34.73,20.57,,,
213,06/21/2022 12:44:52,38.90,33.12,19.78,,,
214,06/21/2022 12:45:52,38.82,30.71,18.50,,,
215,06/21/2022 12:46:52,38.66,30.79,18.40,,,
216,06/21/2022 12:47:52,38.36,32.77,19.14,,,
217,06/21/2022 12:48:52,38.04,35.42,20.12,,,
218,06/21/2022 12:49:52,37.67,32.08,18.21,,,
219,06/21/2022 12:50:52,37.29,33.24,18.44,,,
220,06/21/2022 12:51:52,36.88,30.44,16.69,,,
221,06/21/2022 12:52:52,36.48,46.59,23.22,,,
222,06/21/2022 12:53:52,35.92,53.70,25.08,,,
223,06/21/2022 12:54:52,35.42,39.81,19.70,,,
224,06/21/2022 12:55:52,34.79,46.47,21.64,,,
225,06/21/2022 12:56:52,34.26,52.42,23.15,,,
226,06/21/2022 12:57:52,33.91,56.57,24.09,,,
227,06/21/2022 12:58:52,33.61,45.64,20.28,,,
228,06/21/2022 12:59:52,33.43,57.94,24.04,,,
229,06/21/2022 13:00:52,33.46,62.11,25.23,,,
230,06/21/2022 13:01:52,33.70,66.35,26.58,,,
231,06/21/2022 13:02:52,34.15,41.96,19.41,,,
232,06/21/2022 13:03:52,34.66,77.11,30.09,,,
233,06/21/2022 13:04:52,35.03,78.59,30.78,,,
234,06/21/2022 13:05:52,35.45,78.82,31.25,,,
235,06/21/2022 13:06:31,,,,Logged,,
236,06/21/2022 13:06:38,,,,Logged,,
237,06/21/2022 13:06:52,36.00,28.87,15.11,,,
238,06/21/2022 13:07:18,,,,Logged,,
239,06/21/2022 13:07:24,,,,Logged,,
240,06/21/2022 13:07:52,36.24,52.92,25.13,,,
241,06/21/2022 13:08:52,36.13,58.96,26.86,,,
242,06/21/2022 13:09:52,36.02,52.76,24.88,,,
243,06/21/2022 13:10:12,,,,Logged,,
244,06/21/2022 13:10:36,,,,,Logged,
245,06/21/2022 13:10:52,35.81,30.46,15.78,,,Logged
