#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
48,06/30/2022 10:04:44,27.36,44.94,14.38,,,
49,06/30/2022 10:05:44,27.39,44.85,14.37,,,
50,06/30/2022 10:06:44,27.47,44.92,14.47,,,
51,06/30/2022 10:07:44,27.52,44.52,14.38,,,
52,06/30/2022 10:08:44,27.59,44.56,14.46,,,
53,06/30/2022 10:09:44,27.61,44.48,14.45,,,
54,06/30/2022 10:10:44,27.69,44.05,14.37,,,
55,06/30/2022 10:11:44,27.73,43.97,14.38,,,
56,06/30/2022 10:12:44,27.73,43.82,14.32,,,
57,06/30/2022 10:13:44,27.79,44.36,14.56,,,
58,06/30/2022 10:14:44,27.85,43.91,14.46,,,
59,06/30/2022 10:15:44,27.89,43.46,14.34,,,
60,06/30/2022 10:16:44,27.94,43.33,14.33,,,
61,06/30/2022 10:17:44,28.00,43.18,14.34,,,
62,06/30/2022 10:18:44,28.02,43.17,14.35,,,
63,06/30/2022 10:19:44,28.04,43.48,14.48,,,
64,06/30/2022 10:20:44,28.13,43.15,14.44,,,
65,06/30/2022 10:21:44,28.18,42.71,14.33,,,
66,06/30/2022 10:22:44,28.18,42.95,14.42,,,
67,06/30/2022 10:23:44,28.18,43.33,14.56,,,
68,06/30/2022 10:24:44,28.21,42.82,14.40,,,
69,06/30/2022 10:25:44,28.23,42.97,14.47,,,
70,06/30/2022 10:26:44,28.27,42.74,14.42,,,
71,06/30/2022 10:27:44,28.32,42.54,14.40,,,
72,06/30/2022 10:28:44,28.34,42.29,14.33,,,
73,06/30/2022 10:29:44,28.38,42.39,14.39,,,
74,06/30/2022 10:30:44,28.39,42.47,14.43,,,
75,06/30/2022 10:31:44,28.43,42.59,14.51,,,
76,06/30/2022 10:32:44,28.49,42.16,14.41,,,
77,06/30/2022 10:33:44,28.57,41.90,14.38,,,
78,06/30/2022 10:34:44,28.58,42.14,14.48,,,
79,06/30/2022 10:35:44,28.60,41.44,14.24,,,
80,06/30/2022 10:36:44,28.58,41.99,14.43,,,
81,06/30/2022 10:37:44,28.58,41.88,14.39,,,
82,06/30/2022 10:38:44,28.61,41.74,14.36,,,
83,06/30/2022 10:39:44,28.58,41.83,14.37,,,
84,06/30/2022 10:40:44,28.60,42.39,14.59,,,
85,06/30/2022 10:41:44,28.67,41.56,14.34,,,
86,06/30/2022 10:42:44,28.70,41.64,14.40,,,
87,06/30/2022 10:43:44,28.75,42.03,14.60,,,
88,06/30/2022 10:44:44,28.84,41.42,14.44,,,
89,06/30/2022 10:45:44,28.84,41.10,14.32,,,
90,06/30/2022 10:46:44,28.84,41.09,14.32,,,
91,06/30/2022 10:47:44,28.85,40.98,14.29,,,
92,06/30/2022 10:48:44,28.88,41.18,14.40,,,
93,06/30/2022 10:49:44,28.87,40.81,14.25,,,
94,06/30/2022 10:50:44,28.92,41.41,14.52,,,
95,06/30/2022 10:51:44,28.98,41.16,14.47,,,
96,06/30/2022 10:52:44,29.04,40.84,14.41,,,
97,06/30/2022 10:53:44,29.14,40.82,14.49,,,
98,06/30/2022 10:54:44,29.18,40.61,14.45,,,
99,06/30/2022 10:55:44,29.19,40.40,14.38,,,
100,06/30/2022 10:56:44,29.26,40.61,14.51,,,
101,06/30/2022 10:57:44,29.28,40.77,14.59,,,
102,06/30/2022 10:58:44,29.35,40.15,14.43,,,
103,06/30/2022 10:59:44,29.37,40.69,14.65,,,
104,06/30/2022 11:00:44,29.41,40.40,14.57,,,
105,06/30/2022 11:01:44,29.51,40.40,14.66,,,
106,06/30/2022 11:02:44,29.54,39.97,14.53,,,
107,06/30/2022 11:03:44,29.62,40.50,14.80,,,
108,06/30/2022 11:04:44,29.67,39.62,14.50,,,
109,06/30/2022 11:05:44,29.74,39.10,14.36,,,
110,06/30/2022 11:06:44,29.74,39.29,14.43,,,
111,06/30/2022 11:07:44,29.73,39.04,14.33,,,
112,06/30/2022 11:08:44,29.71,38.87,14.24,,,
113,06/30/2022 11:09:44,29.68,38.58,14.10,,,
114,06/30/2022 11:10:44,29.66,38.79,14.17,,,
115,06/30/2022 11:11:44,29.64,38.94,14.21,,,
116,06/30/2022 11:12:44,29.68,39.17,14.34,,,
117,06/30/2022 11:13:44,29.77,39.16,14.41,,,
118,06/30/2022 11:14:44,29.82,39.20,14.48,,,
119,06/30/2022 11:15:44,29.91,38.77,14.38,,,
120,06/30/2022 11:16:44,29.92,38.75,14.38,,,
121,06/30/2022 11:17:44,29.95,38.53,14.32,,,
122,06/30/2022 11:18:44,30.05,38.33,14.33,,,
123,06/30/2022 11:19:44,30.10,37.57,14.06,,,
124,06/30/2022 11:20:44,30.13,37.83,14.20,,,
125,06/30/2022 11:21:44,30.21,37.62,14.18,,,
126,06/30/2022 11:22:44,30.23,37.29,14.06,,,
127,06/30/2022 11:23:44,30.24,37.19,14.03,,,
128,06/30/2022 11:24:44,30.31,36.99,14.01,,,
129,06/30/2022 11:25:44,30.38,37.07,14.10,,,
130,06/30/2022 11:26:44,30.42,37.20,14.20,,,
131,06/30/2022 11:27:44,30.48,37.43,14.34,,,
132,06/30/2022 11:28:44,30.49,37.17,14.24,,,
133,06/30/2022 11:29:44,30.48,36.90,14.12,,,
134,06/30/2022 11:30:44,30.52,37.00,14.20,,,
135,06/30/2022 11:31:44,30.52,36.78,14.10,,,
136,06/30/2022 11:32:44,30.55,36.85,14.16,,,
137,06/30/2022 11:33:44,30.57,36.83,14.18,,,
138,06/30/2022 11:34:44,30.60,36.69,14.13,,,
139,06/30/2022 11:35:44,30.62,35.90,13.82,,,
140,06/30/2022 11:36:44,30.62,35.61,13.69,,,
141,06/30/2022 11:37:44,30.64,35.71,13.75,,,
142,06/30/2022 11:38:44,30.65,36.11,13.93,,,
143,06/30/2022 11:39:44,30.67,36.10,13.95,,,
144,06/30/2022 11:40:44,30.65,36.31,14.02,,,
145,06/30/2022 11:41:44,30.70,36.47,14.14,,,
146,06/30/2022 11:42:44,30.77,36.60,14.25,,,
147,06/30/2022 11:43:44,30.81,36.03,14.04,,,
148,06/30/2022 11:44:44,30.84,35.24,13.73,,,
149,06/30/2022 11:45:44,30.89,34.97,13.65,,,
150,06/30/2022 11:46:44,30.92,35.34,13.84,,,
151,06/30/2022 11:47:44,30.97,35.60,14.00,,,
152,06/30/2022 11:48:44,30.98,35.49,13.96,,,
153,06/30/2022 11:49:44,31.01,35.66,14.06,,,
154,06/30/2022 11:50:44,31.02,35.03,13.80,,,
155,06/30/2022 11:51:44,31.05,35.23,13.90,,,
156,06/30/2022 11:52:44,31.13,34.50,13.66,,,
157,06/30/2022 11:53:44,31.14,34.81,13.80,,,
158,06/30/2022 11:54:44,31.20,34.00,13.49,,,
159,06/30/2022 11:55:44,31.23,33.83,13.44,,,
160,06/30/2022 11:56:44,31.28,33.07,13.14,,,
161,06/30/2022 11:57:44,31.35,32.74,13.04,,,
162,06/30/2022 11:58:44,31.38,32.03,12.73,,,
163,06/30/2022 11:59:44,31.44,32.33,12.93,,,
164,06/30/2022 12:00:44,31.49,31.80,12.71,,,
165,06/30/2022 12:01:44,31.54,31.31,12.52,,,
166,06/30/2022 12:02:44,31.57,30.96,12.38,,,
167,06/30/2022 12:03:44,31.60,30.33,12.10,,,
168,06/30/2022 12:04:44,31.66,31.19,12.57,,,
169,06/30/2022 12:05:44,31.71,31.15,12.59,,,
170,06/30/2022 12:06:44,31.75,31.18,12.65,,,
171,06/30/2022 12:07:44,31.80,31.56,12.87,,,
172,06/30/2022 12:08:44,31.82,31.55,12.88,,,
173,06/30/2022 12:09:44,31.87,30.77,12.55,,,
174,06/30/2022 12:10:44,31.88,30.47,12.41,,,
175,06/30/2022 12:11:44,31.90,29.52,11.94,,,
176,06/30/2022 12:12:44,31.95,29.42,11.93,,,
177,06/30/2022 12:13:44,31.94,28.96,11.68,,,
178,06/30/2022 12:14:44,31.97,28.54,11.48,,,
179,06/30/2022 12:15:44,31.97,28.05,11.22,,,
180,06/30/2022 12:16:44,32.00,28.28,11.37,,,
181,06/30/2022 12:17:44,31.99,27.70,11.05,,,
182,06/30/2022 12:18:44,31.99,27.70,11.05,,,
183,06/30/2022 12:19:44,31.99,27.80,11.11,,,
184,06/30/2022 12:20:44,31.99,28.12,11.28,,,
185,06/30/2022 12:21:44,32.03,28.28,11.40,,,
186,06/30/2022 12:22:44,32.09,28.44,11.54,,,
187,06/30/2022 12:23:44,32.11,28.33,11.49,,,
188,06/30/2022 12:24:44,32.14,28.49,11.61,,,
189,06/30/2022 12:25:44,32.17,28.14,11.45,,,
190,06/30/2022 12:26:44,32.23,27.78,11.30,,,
191,06/30/2022 12:27:44,32.20,27.63,11.20,,,
192,06/30/2022 12:28:44,32.22,27.66,11.22,,,
193,06/30/2022 12:29:44,32.24,27.80,11.32,,,
194,06/30/2022 12:30:44,32.27,27.92,11.41,,,
195,06/30/2022 12:31:44,32.28,27.66,11.28,,,
196,06/30/2022 12:32:44,32.34,27.29,11.13,,,
197,06/30/2022 12:33:44,32.39,27.29,11.17,,,
198,06/30/2022 12:34:44,32.41,27.29,11.19,,,
199,06/30/2022 12:35:44,32.43,27.50,11.32,,,
200,06/30/2022 12:36:44,32.46,27.24,11.20,,,
201,06/30/2022 12:37:44,32.53,27.47,11.39,,,
202,06/30/2022 12:38:44,32.56,27.85,11.62,,,
203,06/30/2022 12:39:44,32.54,27.91,11.64,,,
204,06/30/2022 12:40:44,32.63,27.18,11.31,,,
205,06/30/2022 12:41:44,32.68,27.12,11.32,,,
206,06/30/2022 12:42:44,32.74,27.08,11.35,,,
207,06/30/2022 12:43:44,32.79,27.23,11.48,,,
208,06/30/2022 12:44:44,32.83,26.76,11.24,,,
209,06/30/2022 12:45:44,32.87,27.20,11.52,,,
210,06/30/2022 12:46:44,32.91,27.38,11.67,,,
211,06/30/2022 12:47:44,32.96,27.37,11.70,,,
212,06/30/2022 12:48:44,32.96,27.19,11.59,,,
213,06/30/2022 12:49:44,32.99,27.59,11.84,,,
214,06/30/2022 12:50:44,33.01,27.37,11.74,,,
215,06/30/2022 12:51:44,33.06,27.12,11.65,,,
216,06/30/2022 12:52:44,33.07,27.41,11.82,,,
217,06/30/2022 12:53:44,33.09,27.14,11.69,,,
218,06/30/2022 12:54:44,33.14,27.33,11.83,,,
219,06/30/2022 12:55:44,33.17,27.22,11.79,,,
220,06/30/2022 12:56:44,33.23,26.95,11.69,,,
221,06/30/2022 12:57:44,33.28,26.38,11.41,,,
222,06/30/2022 12:58:44,33.31,26.56,11.54,,,
223,06/30/2022 12:59:44,33.28,26.56,11.51,,,
224,06/30/2022 13:00:44,33.32,26.40,11.46,,,
225,06/30/2022 13:01:44,33.35,26.34,11.45,,,
226,06/30/2022 13:02:44,33.35,26.49,11.54,,,
227,06/30/2022 13:03:44,33.36,26.59,11.60,,,
228,06/30/2022 13:04:44,33.41,26.79,11.75,,,
229,06/30/2022 13:05:44,33.47,27.36,12.12,,,
230,06/30/2022 13:06:44,33.48,27.24,12.07,,,
231,06/30/2022 13:07:44,33.53,27.10,12.04,,,
232,06/30/2022 13:08:44,33.59,26.61,11.80,,,
233,06/30/2022 13:09:44,33.65,25.88,11.44,,,
234,06/30/2022 13:10:44,33.67,25.87,11.45,,,
235,06/30/2022 13:11:44,33.72,26.09,11.61,,,
236,06/30/2022 13:12:44,33.75,25.90,11.53,,,
237,06/30/2022 13:13:44,33.79,25.92,11.58,,,
238,06/30/2022 13:14:44,33.85,26.13,11.75,,,
239,06/30/2022 13:15:44,33.90,25.91,11.66,,,
240,06/30/2022 13:16:44,33.95,26.12,11.83,,,
241,06/30/2022 13:17:44,34.01,26.09,11.86,,,
242,06/30/2022 13:18:44,34.02,26.04,11.84,,,
243,06/30/2022 13:19:44,34.06,25.91,11.80,,,
244,06/30/2022 13:20:44,34.10,26.01,11.89,,,
245,06/30/2022 13:21:44,34.19,25.99,11.95,,,
246,06/30/2022 13:22:44,34.24,25.89,11.94,,,
247,06/30/2022 13:23:44,34.33,25.66,11.88,,,
248,06/30/2022 13:24:44,34.44,25.80,12.05,,,
249,06/30/2022 13:25:44,34.62,26.23,12.46,,,
250,06/30/2022 13:26:44,34.84,25.44,12.18,,,
251,06/30/2022 13:27:44,35.12,25.68,12.56,,,
252,06/30/2022 13:28:44,35.43,25.23,12.55,,,
253,06/30/2022 13:29:44,35.77,24.83,12.58,,,
254,06/30/2022 13:30:44,36.14,24.67,12.80,,,
255,06/30/2022 13:31:44,36.54,24.62,13.10,,,
256,06/30/2022 13:32:44,36.97,23.25,12.59,,,
257,06/30/2022 13:33:44,37.38,23.66,13.20,,,
258,06/30/2022 13:34:44,37.86,22.25,12.65,,,
259,06/30/2022 13:35:44,38.37,22.50,13.25,,,
260,06/30/2022 13:36:44,38.81,22.18,13.39,,,
261,06/30/2022 13:37:44,39.18,21.10,12.93,,,
262,06/30/2022 13:38:44,39.56,21.09,13.24,,,
263,06/30/2022 13:39:44,40.10,22.16,14.44,,,
264,06/30/2022 13:40:44,40.73,22.19,14.99,,,
265,06/30/2022 13:41:44,41.35,21.07,14.69,,,
266,06/30/2022 13:42:44,41.96,20.63,14.86,,,
267,06/30/2022 13:43:44,42.60,20.21,15.06,,,
268,06/30/2022 13:44:44,43.20,19.29,14.82,,,
269,06/30/2022 13:45:44,43.70,18.86,14.88,,,
270,06/30/2022 13:46:44,44.17,18.08,14.60,,,
271,06/30/2022 13:47:44,44.58,17.79,14.67,,,
272,06/30/2022 13:48:44,44.97,17.63,14.85,,,
273,06/30/2022 13:49:44,45.33,17.67,15.17,,,
274,06/30/2022 13:50:44,45.88,16.44,14.48,,,
275,06/30/2022 13:51:44,46.81,15.97,14.77,,,
276,06/30/2022 13:52:44,47.92,14.97,14.64,,,
277,06/30/2022 13:53:44,48.89,14.57,14.98,,,
278,06/30/2022 13:54:44,49.73,14.30,15.33,,,
279,06/30/2022 13:55:44,50.53,13.73,15.32,,,
280,06/30/2022 13:56:44,51.01,13.77,15.73,,,
281,06/30/2022 13:57:44,51.58,13.23,15.56,,,
282,06/30/2022 13:58:44,52.07,13.35,16.07,,,
283,06/30/2022 13:59:44,52.66,12.97,16.06,,,
284,06/30/2022 14:00:44,53.18,12.70,16.14,,,
285,06/30/2022 14:01:44,53.72,12.25,15.97,,,
286,06/30/2022 14:02:44,54.08,12.40,16.45,,,
287,06/30/2022 14:03:44,54.53,12.18,16.51,,,
288,06/30/2022 14:04:44,54.90,11.91,16.42,,,
289,06/30/2022 14:05:44,55.21,11.79,16.50,,,
290,06/30/2022 14:06:44,55.31,11.43,16.09,,,
291,06/30/2022 14:07:44,55.25,11.40,16.01,,,
292,06/30/2022 14:08:44,55.20,11.17,15.65,,,
293,06/30/2022 14:09:44,55.02,11.45,15.91,,,
294,06/30/2022 14:10:44,54.96,11.42,15.82,,,
295,06/30/2022 14:11:44,54.87,11.10,15.30,,,
296,06/30/2022 14:12:44,54.83,11.16,15.36,,,
297,06/30/2022 14:13:44,54.88,11.30,15.59,,,
298,06/30/2022 14:14:44,55.00,11.16,15.49,,,
299,06/30/2022 14:15:44,55.06,11.20,15.58,,,
300,06/30/2022 14:16:44,55.20,11.01,15.42,,,
301,06/30/2022 14:17:44,55.33,11.00,15.51,,,
302,06/30/2022 14:18:44,55.51,10.99,15.62,,,
303,06/30/2022 14:19:44,55.77,11.09,15.97,,,
304,06/30/2022 14:20:44,56.18,10.84,15.90,,,
305,06/30/2022 14:21:44,56.43,10.70,15.90,,,
306,06/30/2022 14:22:44,56.50,10.62,15.83,,,
307,06/30/2022 14:23:44,56.44,10.83,16.09,,,
308,06/30/2022 14:24:44,56.52,10.42,15.54,,,
309,06/30/2022 14:25:44,56.54,10.47,15.63,,,
310,06/30/2022 14:26:44,56.49,10.31,15.35,,,
311,06/30/2022 14:27:44,56.16,10.55,15.48,,,
312,06/30/2022 14:28:44,56.16,10.73,15.73,,,
313,06/30/2022 14:29:44,56.26,10.67,15.72,,,
314,06/30/2022 14:30:44,56.37,10.70,15.85,,,
315,06/30/2022 14:31:44,56.49,10.61,15.80,,,
316,06/30/2022 14:32:44,56.72,10.57,15.92,,,
317,06/30/2022 14:33:44,56.98,10.59,16.14,,,
318,06/30/2022 14:34:44,57.14,11.09,16.99,,,
319,06/30/2022 14:35:44,56.83,10.43,15.79,,,
320,06/30/2022 14:36:44,56.63,10.54,15.81,,,
321,06/30/2022 14:37:44,56.42,10.37,15.40,,,
322,06/30/2022 14:38:44,55.50,10.64,15.12,,,
323,06/30/2022 14:39:44,54.18,15.93,20.52,,,
324,06/30/2022 14:40:02,,,,Logged,,
325,06/30/2022 14:40:20,,,,,Logged,
326,06/30/2022 14:40:44,52.58,11.61,14.28,,,Logged
