"Plot Title: "
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 2247374, SEN S/N: 2247374)","Started (LGR S/N: 2247374)","Button Down (LGR S/N: 2247374)","Button Up (LGR S/N: 2247374)","Host Connected (LGR S/N: 2247374)","Stopped (LGR S/N: 2247374)","End Of File (LGR S/N: 2247374)"
102,06/27/20 11:27:27 AM,309.60,,,,,,
103,06/27/20 11:27:28 AM,312.86,,,,,,
104,06/27/20 11:27:29 AM,327.49,,,,,,
105,06/27/20 11:27:30 AM,328.47,,,,,,
106,06/27/20 11:27:31 AM,318.07,,,,,,
107,06/27/20 11:27:32 AM,306.66,,,,,,
108,06/27/20 11:27:33 AM,297.19,,,,,,
109,06/27/20 11:27:34 AM,292.27,,,,,,
110,06/27/20 11:27:35 AM,292.27,,,,,,
111,06/27/20 11:27:36 AM,290.31,,,,,,
112,06/27/20 11:27:37 AM,285.38,,,,,,
113,06/27/20 11:27:38 AM,280.78,,,,,,
114,06/27/20 11:27:39 AM,278.14,,,,,,
115,06/27/20 11:27:40 AM,270.22,,,,,,
116,06/27/20 11:27:41 AM,268.24,,,,,,
117,06/27/20 11:27:42 AM,264.27,,,,,,
118,06/27/20 11:27:43 AM,267.25,,,,,,
119,06/27/20 11:27:44 AM,272.87,,,,,,
120,06/27/20 11:27:45 AM,269.56,,,,,,
121,06/27/20 11:27:46 AM,265.26,,,,,,
122,06/27/20 11:27:47 AM,262.94,,,,,,
123,06/27/20 11:27:48 AM,256.63,,,,,,
124,06/27/20 11:27:49 AM,247.30,,,,,,
125,06/27/20 11:27:50 AM,242.29,,,,,,
126,06/27/20 11:27:51 AM,237.27,,,,,,
127,06/27/20 11:27:52 AM,234.59,,,,,,
128,06/27/20 11:27:53 AM,238.94,,,,,,
129,06/27/20 11:27:54 AM,239.61,,,,,,
130,06/27/20 11:27:55 AM,246.97,,,,,,
131,06/27/20 11:27:56 AM,244.30,,,,,,
132,06/27/20 11:27:57 AM,249.31,,,,,,
133,06/27/20 11:27:58 AM,252.30,,,,,,
134,06/27/20 11:27:59 AM,243.63,,,,,,
135,06/27/20 11:28:00 AM,236.60,,,,,,
136,06/27/20 11:28:01 AM,235.59,,,,,,
137,06/27/20 11:28:02 AM,231.23,,,,,,
138,06/27/20 11:28:03 AM,230.56,,,,,,
139,06/27/20 11:28:04 AM,235.93,,,,,,
140,06/27/20 11:28:05 AM,236.26,,,,,,
141,06/27/20 11:28:06 AM,233.91,,,,,,
142,06/27/20 11:28:07 AM,239.28,,,,,,
143,06/27/20 11:28:08 AM,233.24,,,,,,
144,06/27/20 11:28:09 AM,228.87,,,,,,
145,06/27/20 11:28:10 AM,232.57,,,,,,
146,06/27/20 11:28:11 AM,242.63,,,,,,
147,06/27/20 11:28:12 AM,243.63,,,,,,
148,06/27/20 11:28:13 AM,240.95,,,,,,
149,06/27/20 11:28:14 AM,232.57,,,,,,
150,06/27/20 11:28:15 AM,229.88,,,,,,
151,06/27/20 11:28:16 AM,224.84,,,,,,
152,06/27/20 11:28:17 AM,223.15,,,,,,
153,06/27/20 11:28:18 AM,223.83,,,,,,
154,06/27/20 11:28:19 AM,226.86,,,,,,
155,06/27/20 11:28:20 AM,228.87,,,,,,
156,06/27/20 11:28:21 AM,235.26,,,,,,
157,06/27/20 11:28:22 AM,241.29,,,,,,
158,06/27/20 11:28:23 AM,234.25,,,,,,
159,06/27/20 11:28:24 AM,229.55,,,,,,
160,06/27/20 11:28:25 AM,224.16,,,,,,
161,06/27/20 11:28:26 AM,219.11,,,,,,
162,06/27/20 11:28:27 AM,217.76,,,,,,
163,06/27/20 11:28:28 AM,214.38,,,,,,
164,06/27/20 11:28:29 AM,215.05,,,,,,
165,06/27/20 11:28:30 AM,219.44,,,,,,
166,06/27/20 11:28:31 AM,217.08,,,,,,
167,06/27/20 11:28:32 AM,216.74,,,,,,
168,06/27/20 11:28:33 AM,214.38,,,,,,
169,06/27/20 11:28:34 AM,219.44,,,,,,
170,06/27/20 11:28:35 AM,216.40,,,,,,
171,06/27/20 11:28:36 AM,222.48,,,,,,
172,06/27/20 11:28:37 AM,218.09,,,,,,
173,06/27/20 11:28:38 AM,216.40,,,,,,
174,06/27/20 11:28:39 AM,218.09,,,,,,
175,06/27/20 11:28:40 AM,213.70,,,,,,
176,06/27/20 11:28:41 AM,212.35,,,,,,
177,06/27/20 11:28:42 AM,212.01,,,,,,
178,06/27/20 11:28:43 AM,208.97,,,,,,
179,06/27/20 11:28:44 AM,206.94,,,,,,
180,06/27/20 11:28:45 AM,206.60,,,,,,
181,06/27/20 11:28:46 AM,207.95,,,,,,
182,06/27/20 11:28:47 AM,205.24,,,,,,
183,06/27/20 11:28:48 AM,199.49,,,,,,
184,06/27/20 11:28:49 AM,198.81,,,,,,
185,06/27/20 11:28:50 AM,207.61,,,,,,
186,06/27/20 11:28:51 AM,206.26,,,,,,
187,06/27/20 11:28:52 AM,203.55,,,,,,
188,06/27/20 11:28:53 AM,202.54,,,,,,
189,06/27/20 11:28:54 AM,201.52,,,,,,
190,06/27/20 11:28:55 AM,200.16,,,,,,
191,06/27/20 11:28:56 AM,198.81,,,,,,
192,06/27/20 11:28:57 AM,195.76,,,,,,
193,06/27/20 11:28:58 AM,200.84,,,,,,
194,06/27/20 11:28:59 AM,207.95,,,,,,
195,06/27/20 11:29:00 AM,212.69,,,,,,
196,06/27/20 11:29:01 AM,212.35,,,,,,
197,06/27/20 11:29:02 AM,208.29,,,,,,
198,06/27/20 11:29:03 AM,211.00,,,,,,
199,06/27/20 11:29:04 AM,206.94,,,,,,
200,06/27/20 11:29:05 AM,201.52,,,,,,
201,06/27/20 11:29:06 AM,201.18,,,,,,
202,06/27/20 11:29:07 AM,205.92,,,,,,
203,06/27/20 11:29:08 AM,208.29,,,,,,
204,06/27/20 11:29:09 AM,210.66,,,,,,
205,06/27/20 11:29:10 AM,204.91,,,,,,
206,06/27/20 11:29:11 AM,203.89,,,,,,
207,06/27/20 11:29:12 AM,202.20,,,,,,
208,06/27/20 11:29:13 AM,201.86,,,,,,
209,06/27/20 11:29:14 AM,201.18,,,,,,
210,06/27/20 11:29:15 AM,202.54,,,,,,
211,06/27/20 11:29:16 AM,198.81,,,,,,
212,06/27/20 11:29:17 AM,197.11,,,,,,
213,06/27/20 11:29:18 AM,195.76,,,,,,
214,06/27/20 11:29:19 AM,198.47,,,,,,
215,06/27/20 11:29:20 AM,199.15,,,,,,
216,06/27/20 11:29:21 AM,198.47,,,,,,
217,06/27/20 11:29:22 AM,199.15,,,,,,
218,06/27/20 11:29:23 AM,198.13,,,,,,
219,06/27/20 11:29:24 AM,197.11,,,,,,
220,06/27/20 11:29:25 AM,203.21,,,,,,
221,06/27/20 11:29:26 AM,205.92,,,,,,
222,06/27/20 11:29:27 AM,203.21,,,,,,
223,06/27/20 11:29:28 AM,203.21,,,,,,
224,06/27/20 11:29:29 AM,199.49,,,,,,
225,06/27/20 11:29:30 AM,196.43,,,,,,
226,06/27/20 11:29:31 AM,201.86,,,,,,
227,06/27/20 11:29:32 AM,200.84,,,,,,
228,06/27/20 11:29:33 AM,199.82,,,,,,
229,06/27/20 11:29:34 AM,203.21,,,,,,
230,06/27/20 11:29:35 AM,199.82,,,,,,
231,06/27/20 11:29:36 AM,195.42,,,,,,
232,06/27/20 11:29:37 AM,193.72,,,,,,
233,06/27/20 11:29:38 AM,191.01,,,,,,
234,06/27/20 11:29:39 AM,187.61,,,,,,
235,06/27/20 11:29:40 AM,192.02,,,,,,
236,06/27/20 11:29:41 AM,200.16,,,,,,
237,06/27/20 11:29:42 AM,201.18,,,,,,
238,06/27/20 11:29:43 AM,200.16,,,,,,
239,06/27/20 11:29:44 AM,197.11,,,,,,
240,06/27/20 11:29:45 AM,196.77,,,,,,
241,06/27/20 11:29:46 AM,199.15,,,,,,
242,06/27/20 11:29:47 AM,198.81,,,,,,
243,06/27/20 11:29:48 AM,200.84,,,,,,
244,06/27/20 11:29:49 AM,201.86,,,,,,
245,06/27/20 11:29:50 AM,199.15,,,,,,
246,06/27/20 11:29:51 AM,199.49,,,,,,
247,06/27/20 11:29:52 AM,199.15,,,,,,
248,06/27/20 11:29:53 AM,203.21,,,,,,
249,06/27/20 11:29:54 AM,204.91,,,,,,
250,06/27/20 11:29:55 AM,202.54,,,,,,
251,06/27/20 11:29:56 AM,203.55,,,,,,
252,06/27/20 11:29:57 AM,203.21,,,,,,
253,06/27/20 11:29:58 AM,201.52,,,,,,
254,06/27/20 11:29:59 AM,199.82,,,,,,
255,06/27/20 11:30:00 AM,198.81,,,,,,
256,06/27/20 11:30:01 AM,198.81,,,,,,
257,06/27/20 11:30:02 AM,199.15,,,,,,
258,06/27/20 11:30:03 AM,196.09,,,,,,
259,06/27/20 11:30:04 AM,195.76,,,,,,
260,06/27/20 11:30:05 AM,202.20,,,,,,
261,06/27/20 11:30:06 AM,209.64,,,,,,
262,06/27/20 11:30:07 AM,207.95,,,,,,
263,06/27/20 11:30:08 AM,213.03,,,,,,
264,06/27/20 11:30:09 AM,222.14,,,,,,
265,06/27/20 11:30:10 AM,219.44,,,,,,
266,06/27/20 11:30:11 AM,213.70,,,,,,
267,06/27/20 11:30:12 AM,213.70,,,,,,
268,06/27/20 11:30:13 AM,216.40,,,,,,
269,06/27/20 11:30:14 AM,211.67,,,,,,
270,06/27/20 11:30:15 AM,211.34,,,,,,
271,06/27/20 11:30:16 AM,211.34,,,,,,
272,06/27/20 11:30:17 AM,213.36,,,,,,
273,06/27/20 11:30:18 AM,215.05,,,,,,
274,06/27/20 11:30:19 AM,211.67,,,,,,
275,06/27/20 11:30:20 AM,207.95,,,,,,
276,06/27/20 11:30:21 AM,209.98,,,,,,
277,06/27/20 11:30:22 AM,213.36,,,,,,
278,06/27/20 11:30:23 AM,211.34,,,,,,
279,06/27/20 11:30:24 AM,209.64,,,,,,
280,06/27/20 11:30:25 AM,213.03,,,,,,
281,06/27/20 11:30:26 AM,213.36,,,,,,
282,06/27/20 11:30:27 AM,219.78,,,,,,
283,06/27/20 11:30:28 AM,211.67,,,,,,
284,06/27/20 11:30:29 AM,205.24,,,,,,
285,06/27/20 11:30:30 AM,202.87,,,,,,
286,06/27/20 11:30:31 AM,213.03,,,,,,
287,06/27/20 11:30:32 AM,217.42,,,,,,
288,06/27/20 11:30:33 AM,217.76,,,,,,
289,06/27/20 11:30:34 AM,214.04,,,,,,
290,06/27/20 11:30:35 AM,210.66,,,,,,
291,06/27/20 11:30:36 AM,207.28,,,,,,
292,06/27/20 11:30:37 AM,202.54,,,,,,
293,06/27/20 11:30:38 AM,200.84,,,,,,
294,06/27/20 11:30:39 AM,205.58,,,,,,
295,06/27/20 11:30:40 AM,220.45,,,,,,
296,06/27/20 11:30:41 AM,222.48,,,,,,
297,06/27/20 11:30:42 AM,219.11,,,,,,
298,06/27/20 11:30:43 AM,215.73,,,,,,
299,06/27/20 11:30:44 AM,211.67,,,,,,
300,06/27/20 11:30:45 AM,217.08,,,,,,
301,06/27/20 11:30:46 AM,214.04,,,,,,
302,06/27/20 11:30:47 AM,207.95,,,,,,
303,06/27/20 11:30:48 AM,204.91,,,,,,
304,06/27/20 11:30:49 AM,200.50,,,,,,
305,06/27/20 11:30:50 AM,200.16,,,,,,
306,06/27/20 11:30:51 AM,201.52,,,,,,
307,06/27/20 11:30:52 AM,198.81,,,,,,
308,06/27/20 11:30:53 AM,196.43,,,,,,
309,06/27/20 11:30:54 AM,193.04,,,,,,
310,06/27/20 11:30:55 AM,193.72,,,,,,
311,06/27/20 11:30:56 AM,193.38,,,,,,
312,06/27/20 11:30:57 AM,192.70,,,,,,
313,06/27/20 11:30:58 AM,191.01,,,,,,
314,06/27/20 11:30:59 AM,189.31,,,,,,
315,06/27/20 11:31:00 AM,192.36,,,,,,
316,06/27/20 11:31:01 AM,199.15,,,,,,
317,06/27/20 11:31:02 AM,195.08,,,,,,
318,06/27/20 11:31:03 AM,191.01,,,,,,
319,06/27/20 11:31:04 AM,191.35,,,,,,
320,06/27/20 11:31:05 AM,191.01,,,,,,
321,06/27/20 11:31:06 AM,195.76,,,,,,
322,06/27/20 11:31:07 AM,202.20,,,,,,
323,06/27/20 11:31:08 AM,199.82,,,,,,
324,06/27/20 11:31:09 AM,193.38,,,,,,
325,06/27/20 11:31:10 AM,191.69,,,,,,
326,06/27/20 11:31:11 AM,195.08,,,,,,
327,06/27/20 11:31:12 AM,192.70,,,,,,
328,06/27/20 11:31:13 AM,189.31,,,,,,
329,06/27/20 11:31:14 AM,198.47,,,,,,
330,06/27/20 11:31:15 AM,199.49,,,,,,
331,06/27/20 11:31:16 AM,203.55,,,,,,
332,06/27/20 11:31:17 AM,196.09,,,,,,
333,06/27/20 11:31:18 AM,191.69,,,,,,
334,06/27/20 11:31:19 AM,189.99,,,,,,
335,06/27/20 11:31:20 AM,186.60,,,,,,
336,06/27/20 11:31:21 AM,185.92,,,,,,
337,06/27/20 11:31:22 AM,186.26,,,,,,
338,06/27/20 11:31:23 AM,187.61,,,,,,
339,06/27/20 11:31:24 AM,194.06,,,,,,
340,06/27/20 11:31:25 AM,197.45,,,,,,
341,06/27/20 11:31:26 AM,195.08,,,,,,
342,06/27/20 11:31:27 AM,193.04,,,,,,
343,06/27/20 11:31:28 AM,197.45,,,,,,
344,06/27/20 11:31:29 AM,198.13,,,,,,
345,06/27/20 11:31:30 AM,198.13,,,,,,
346,06/27/20 11:31:31 AM,195.76,,,,,,
347,06/27/20 11:31:32 AM,188.63,,,,,,
348,06/27/20 11:31:33 AM,187.61,,,,,,
349,06/27/20 11:31:34 AM,180.83,,,,,,
350,06/27/20 11:31:35 AM,179.81,,,,,,
351,06/27/20 11:31:36 AM,182.86,,,,,,
352,06/27/20 11:31:37 AM,184.90,,,,,,
353,06/27/20 11:31:38 AM,183.54,,,,,,
354,06/27/20 11:31:39 AM,191.69,,,,,,
355,06/27/20 11:31:40 AM,189.31,,,,,,
356,06/27/20 11:31:41 AM,189.31,,,,,,
357,06/27/20 11:31:42 AM,186.60,,,,,,
358,06/27/20 11:31:43 AM,184.90,,,,,,
359,06/27/20 11:31:44 AM,183.20,,,,,,
360,06/27/20 11:31:45 AM,183.20,,,,,,
361,06/27/20 11:31:46 AM,182.52,,,,,,
362,06/27/20 11:31:47 AM,179.13,,,,,,
363,06/27/20 11:31:48 AM,179.13,,,,,,
364,06/27/20 11:31:49 AM,183.20,,,,,,
365,06/27/20 11:31:50 AM,185.58,,,,,,
366,06/27/20 11:31:51 AM,183.20,,,,,,
367,06/27/20 11:31:52 AM,183.88,,,,,,
368,06/27/20 11:31:53 AM,185.58,,,,,,
369,06/27/20 11:31:54 AM,187.27,,,,,,
370,06/27/20 11:31:55 AM,193.38,,,,,,
371,06/27/20 11:31:56 AM,196.09,,,,,,
372,06/27/20 11:31:57 AM,199.49,,,,,,
373,06/27/20 11:31:58 AM,197.45,,,,,,
374,06/27/20 11:31:59 AM,197.11,,,,,,
375,06/27/20 11:32:00 AM,194.74,,,,,,
376,06/27/20 11:32:01 AM,193.38,,,,,,
377,06/27/20 11:32:02 AM,195.76,,,,,,
378,06/27/20 11:32:03 AM,193.38,,,,,,
379,06/27/20 11:32:04 AM,195.76,,,,,,
380,06/27/20 11:32:05 AM,199.82,,,,,,
381,06/27/20 11:32:06 AM,199.15,,,,,,
382,06/27/20 11:32:07 AM,201.86,,,,,,
383,06/27/20 11:32:08 AM,201.18,,,,,,
384,06/27/20 11:32:09 AM,198.13,,,,,,
385,06/27/20 11:32:10 AM,197.79,,,,,,
386,06/27/20 11:32:11 AM,197.45,,,,,,
387,06/27/20 11:32:12 AM,191.69,,,,,,
388,06/27/20 11:32:13 AM,189.99,,,,,,
389,06/27/20 11:32:14 AM,198.81,,,,,,
390,06/27/20 11:32:15 AM,196.09,,,,,,
391,06/27/20 11:32:16 AM,194.74,,,,,,
392,06/27/20 11:32:17 AM,192.02,,,,,,
393,06/27/20 11:32:18 AM,193.04,,,,,,
394,06/27/20 11:32:19 AM,191.01,,,,,,
395,06/27/20 11:32:20 AM,184.22,,,,,,
396,06/27/20 11:32:21 AM,180.83,,,,,,
397,06/27/20 11:32:22 AM,179.81,,,,,,
398,06/27/20 11:32:23 AM,181.17,,,,,,
399,06/27/20 11:32:24 AM,184.90,,,,,,
400,06/27/20 11:32:25 AM,184.90,,,,,,
401,06/27/20 11:32:26 AM,184.22,,,,,,
402,06/27/20 11:32:27 AM,182.19,,,,,,
403,06/27/20 11:32:28 AM,182.19,,,,,,
404,06/27/20 11:32:29 AM,179.81,,,,,,
405,06/27/20 11:32:30 AM,177.10,,,,,,
406,06/27/20 11:32:31 AM,173.37,,,,,,
407,06/27/20 11:32:32 AM,174.05,,,,,,
408,06/27/20 11:32:33 AM,175.06,,,,,,
409,06/27/20 11:32:34 AM,175.06,,,,,,
410,06/27/20 11:32:35 AM,179.47,,,,,,
411,06/27/20 11:32:36 AM,178.79,,,,,,
412,06/27/20 11:32:37 AM,177.44,,,,,,
413,06/27/20 11:32:38 AM,176.08,,,,,,
414,06/27/20 11:32:39 AM,175.74,,,,,,
415,06/27/20 11:32:40 AM,175.40,,,,,,
416,06/27/20 11:32:41 AM,178.11,,,,,,
417,06/27/20 11:32:42 AM,178.79,,,,,,
418,06/27/20 11:32:43 AM,181.17,,,,,,
419,06/27/20 11:32:44 AM,178.11,,,,,,
420,06/27/20 11:32:45 AM,176.42,,,,,,
421,06/27/20 11:32:46 AM,175.40,,,,,,
422,06/27/20 11:32:47 AM,174.05,,,,,,
423,06/27/20 11:32:48 AM,174.05,,,,,,
424,06/27/20 11:32:49 AM,183.20,,,,,,
425,06/27/20 11:32:50 AM,187.27,,,,,,
426,06/27/20 11:32:51 AM,191.01,,,,,,
427,06/27/20 11:32:52 AM,196.77,,,,,,
428,06/27/20 11:32:53 AM,191.01,,,,,,
429,06/27/20 11:32:54 AM,189.99,,,,,,
430,06/27/20 11:32:55 AM,187.27,,,,,,
431,06/27/20 11:32:56 AM,186.60,,,,,,
432,06/27/20 11:32:57 AM,184.22,,,,,,
433,06/27/20 11:32:58 AM,182.52,,,,,,
434,06/27/20 11:32:59 AM,180.83,,,,,,
435,06/27/20 11:33:00 AM,185.58,,,,,,
436,06/27/20 11:33:01 AM,184.90,,,,,,
437,06/27/20 11:33:02 AM,183.88,,,,,,
438,06/27/20 11:33:03 AM,187.27,,,,,,
439,06/27/20 11:33:04 AM,187.27,,,,,,
440,06/27/20 11:33:05 AM,188.29,,,,,,
441,06/27/20 11:33:06 AM,186.94,,,,,,
442,06/27/20 11:33:07 AM,188.63,,,,,,
443,06/27/20 11:33:08 AM,189.99,,,,,,
444,06/27/20 11:33:09 AM,189.65,,,,,,
445,06/27/20 11:33:10 AM,188.63,,,,,,
446,06/27/20 11:33:11 AM,185.58,,,,,,
447,06/27/20 11:33:12 AM,181.85,,,,,,
448,06/27/20 11:33:13 AM,178.11,,,,,,
449,06/27/20 11:33:14 AM,183.54,,,,,,
450,06/27/20 11:33:15 AM,191.35,,,,,,
451,06/27/20 11:33:16 AM,189.31,,,,,,
452,06/27/20 11:33:17 AM,186.94,,,,,,
453,06/27/20 11:33:18 AM,185.58,,,,,,
454,06/27/20 11:33:19 AM,186.60,,,,,,
455,06/27/20 11:33:20 AM,186.26,,,,,,
456,06/27/20 11:33:21 AM,184.90,,,,,,
457,06/27/20 11:33:22 AM,184.90,,,,,,
458,06/27/20 11:33:23 AM,185.24,,,,,,
459,06/27/20 11:33:24 AM,185.24,,,,,,
460,06/27/20 11:33:25 AM,184.56,,,,,,
461,06/27/20 11:33:26 AM,184.22,,,,,,
462,06/27/20 11:33:27 AM,185.58,,,,,,
463,06/27/20 11:33:28 AM,182.19,,,,,,
464,06/27/20 11:33:29 AM,181.51,,,,,,
465,06/27/20 11:33:30 AM,180.49,,,,,,
466,06/27/20 11:33:31 AM,182.52,,,,,,
467,06/27/20 11:33:32 AM,185.92,,,,,,
468,06/27/20 11:33:33 AM,182.86,,,,,,
469,06/27/20 11:33:34 AM,181.17,,,,,,
470,06/27/20 11:33:35 AM,179.47,,,,,,
471,06/27/20 11:33:36 AM,179.13,,,,,,
472,06/27/20 11:33:37 AM,178.79,,,,,,
473,06/27/20 11:33:38 AM,183.88,,,,,,
474,06/27/20 11:33:39 AM,181.85,,,,,,
475,06/27/20 11:33:40 AM,179.47,,,,,,
476,06/27/20 11:33:41 AM,179.13,,,,,,
477,06/27/20 11:33:42 AM,176.08,,,,,,
478,06/27/20 11:33:43 AM,177.78,,,,,,
479,06/27/20 11:33:44 AM,180.83,,,,,,
480,06/27/20 11:33:45 AM,186.94,,,,,,
481,06/27/20 11:33:46 AM,191.69,,,,,,
482,06/27/20 11:33:47 AM,194.40,,,,,,
483,06/27/20 11:33:48 AM,192.36,,,,,,
484,06/27/20 11:33:49 AM,193.72,,,,,,
485,06/27/20 11:33:50 AM,190.33,,,,,,
486,06/27/20 11:33:51 AM,188.29,,,,,,
487,06/27/20 11:33:52 AM,187.27,,,,,,
488,06/27/20 11:33:53 AM,184.56,,,,,,
489,06/27/20 11:33:54 AM,183.88,,,,,,
490,06/27/20 11:33:55 AM,182.19,,,,,,
491,06/27/20 11:33:56 AM,181.51,,,,,,
492,06/27/20 11:33:57 AM,183.88,,,,,,
493,06/27/20 11:33:58 AM,186.26,,,,,,
494,06/27/20 11:33:59 AM,180.49,,,,,,
495,06/27/20 11:34:00 AM,180.15,,,,,,
496,06/27/20 11:34:01 AM,179.47,,,,,,
497,06/27/20 11:34:02 AM,178.45,,,,,,
498,06/27/20 11:34:03 AM,181.17,,,,,,
499,06/27/20 11:34:04 AM,180.49,,,,,,
500,06/27/20 11:34:05 AM,193.38,,,,,,
501,06/27/20 11:34:06 AM,196.77,,,,,,
502,06/27/20 11:34:07 AM,206.60,,,,,,
503,06/27/20 11:34:08 AM,205.92,,,,,,
504,06/27/20 11:34:09 AM,199.49,,,,,,
505,06/27/20 11:34:10 AM,193.38,,,,,,
