"Plot Title: "
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1253388, SEN S/N: 1253388)","Started (LGR S/N: 1253388)","Host Connected (LGR S/N: 1253388)","Stopped (LGR S/N: 1253388)","End Of File (LGR S/N: 1253388)"
1,06/27/20 11:25:39 AM,160.16,Logged,,,
2,06/27/20 11:25:40 AM,159.49,,,,
3,06/27/20 11:25:41 AM,157.46,,,,
4,06/27/20 11:25:42 AM,155.10,,,,
5,06/27/20 11:25:43 AM,151.73,,,,
6,06/27/20 11:25:44 AM,149.37,,,,
7,06/27/20 11:25:45 AM,145.00,,,,
8,06/27/20 11:25:46 AM,143.99,,,,
9,06/27/20 11:25:47 AM,151.73,,,,
10,06/27/20 11:25:48 AM,151.39,,,,
11,06/27/20 11:25:49 AM,150.04,,,,
12,06/27/20 11:25:50 AM,147.69,,,,
13,06/27/20 11:25:51 AM,151.39,,,,
14,06/27/20 11:25:52 AM,154.09,,,,
15,06/27/20 11:25:53 AM,153.75,,,,
16,06/27/20 11:25:54 AM,154.42,,,,
17,06/27/20 11:25:55 AM,152.74,,,,
18,06/27/20 11:25:56 AM,150.72,,,,
19,06/27/20 11:25:57 AM,154.42,,,,
20,06/27/20 11:25:58 AM,157.12,,,,
21,06/27/20 11:25:59 AM,156.79,,,,
22,06/27/20 11:26:00 AM,158.14,,,,
23,06/27/20 11:26:01 AM,159.15,,,,
24,06/27/20 11:26:02 AM,158.48,,,,
25,06/27/20 11:26:03 AM,157.46,,,,
26,06/27/20 11:26:04 AM,156.45,,,,
27,06/27/20 11:26:05 AM,157.12,,,,
28,06/27/20 11:26:06 AM,155.10,,,,
29,06/27/20 11:26:07 AM,156.45,,,,
30,06/27/20 11:26:08 AM,153.41,,,,
31,06/27/20 11:26:09 AM,151.39,,,,
32,06/27/20 11:26:10 AM,149.03,,,,
33,06/27/20 11:26:11 AM,147.01,,,,
34,06/27/20 11:26:12 AM,141.98,,,,
35,06/27/20 11:26:13 AM,143.65,,,,
36,06/27/20 11:26:14 AM,145.00,,,,
37,06/27/20 11:26:15 AM,147.01,,,,
38,06/27/20 11:26:16 AM,147.35,,,,
39,06/27/20 11:26:17 AM,146.68,,,,
40,06/27/20 11:26:18 AM,146.01,,,,
41,06/27/20 11:26:19 AM,147.69,,,,
42,06/27/20 11:26:20 AM,147.01,,,,
43,06/27/20 11:26:21 AM,145.33,,,,
44,06/27/20 11:26:22 AM,150.72,,,,
45,06/27/20 11:26:23 AM,151.39,,,,
46,06/27/20 11:26:24 AM,151.05,,,,
47,06/27/20 11:26:25 AM,150.04,,,,
48,06/27/20 11:26:26 AM,151.73,,,,
49,06/27/20 11:26:27 AM,157.46,,,,
50,06/27/20 11:26:28 AM,154.76,,,,
51,06/27/20 11:26:29 AM,151.39,,,,
52,06/27/20 11:26:30 AM,150.72,,,,
53,06/27/20 11:26:31 AM,147.69,,,,
54,06/27/20 11:26:32 AM,149.37,,,,
55,06/27/20 11:26:33 AM,150.38,,,,
56,06/27/20 11:26:34 AM,154.09,,,,
57,06/27/20 11:26:35 AM,155.44,,,,
58,06/27/20 11:26:36 AM,152.06,,,,
59,06/27/20 11:26:37 AM,149.03,,,,
60,06/27/20 11:26:38 AM,150.38,,,,
61,06/27/20 11:26:39 AM,152.74,,,,
62,06/27/20 11:26:40 AM,152.74,,,,
63,06/27/20 11:26:41 AM,148.02,,,,
64,06/27/20 11:26:42 AM,147.01,,,,
65,06/27/20 11:26:43 AM,144.66,,,,
66,06/27/20 11:26:44 AM,143.65,,,,
67,06/27/20 11:26:45 AM,141.98,,,,
68,06/27/20 11:26:46 AM,140.30,,,,
69,06/27/20 11:26:47 AM,137.62,,,,
70,06/27/20 11:26:48 AM,136.95,,,,
71,06/27/20 11:26:49 AM,135.94,,,,
72,06/27/20 11:26:50 AM,137.62,,,,
73,06/27/20 11:26:51 AM,139.96,,,,
74,06/27/20 11:26:52 AM,142.98,,,,
75,06/27/20 11:26:53 AM,143.32,,,,
76,06/27/20 11:26:54 AM,139.63,,,,
77,06/27/20 11:26:55 AM,146.68,,,,
78,06/27/20 11:26:56 AM,152.40,,,,
79,06/27/20 11:26:57 AM,156.11,,,,
80,06/27/20 11:26:58 AM,152.06,,,,
81,06/27/20 11:26:59 AM,151.39,,,,
82,06/27/20 11:27:00 AM,149.71,,,,
83,06/27/20 11:27:01 AM,148.70,,,,
84,06/27/20 11:27:02 AM,146.34,,,,
85,06/27/20 11:27:03 AM,145.33,,,,
86,06/27/20 11:27:04 AM,146.34,,,,
87,06/27/20 11:27:05 AM,142.31,,,,
88,06/27/20 11:27:06 AM,141.64,,,,
89,06/27/20 11:27:07 AM,137.95,,,,
90,06/27/20 11:27:08 AM,138.62,,,,
91,06/27/20 11:27:09 AM,137.95,,,,
92,06/27/20 11:27:10 AM,136.95,,,,
93,06/27/20 11:27:11 AM,137.62,,,,
94,06/27/20 11:27:12 AM,137.28,,,,
95,06/27/20 11:27:13 AM,138.96,,,,
96,06/27/20 11:27:14 AM,140.63,,,,
97,06/27/20 11:27:15 AM,140.30,,,,
98,06/27/20 11:27:16 AM,140.97,,,,
99,06/27/20 11:27:17 AM,143.65,,,,
100,06/27/20 11:27:18 AM,146.34,,,,
101,06/27/20 11:27:19 AM,149.03,,,,
102,06/27/20 11:27:20 AM,148.70,,,,
103,06/27/20 11:27:21 AM,148.36,,,,
104,06/27/20 11:27:22 AM,155.44,,,,
105,06/27/20 11:27:23 AM,158.48,,,,
106,06/27/20 11:27:24 AM,163.55,,,,
107,06/27/20 11:27:25 AM,162.53,,,,
108,06/27/20 11:27:26 AM,165.58,,,,
109,06/27/20 11:27:27 AM,167.61,,,,
110,06/27/20 11:27:28 AM,162.87,,,,
111,06/27/20 11:27:29 AM,159.15,,,,
112,06/27/20 11:27:30 AM,158.81,,,,
113,06/27/20 11:27:31 AM,164.90,,,,
114,06/27/20 11:27:32 AM,168.62,,,,
115,06/27/20 11:27:33 AM,173.71,,,,
116,06/27/20 11:27:34 AM,174.72,,,,
117,06/27/20 11:27:35 AM,172.69,,,,
118,06/27/20 11:27:36 AM,169.98,,,,
119,06/27/20 11:27:37 AM,171.00,,,,
120,06/27/20 11:27:38 AM,172.01,,,,
121,06/27/20 11:27:39 AM,173.03,,,,
122,06/27/20 11:27:40 AM,171.00,,,,
123,06/27/20 11:27:41 AM,171.67,,,,
124,06/27/20 11:27:42 AM,174.72,,,,
125,06/27/20 11:27:43 AM,174.38,,,,
126,06/27/20 11:27:44 AM,172.69,,,,
127,06/27/20 11:27:45 AM,169.30,,,,
128,06/27/20 11:27:46 AM,171.00,,,,
129,06/27/20 11:27:47 AM,169.64,,,,
130,06/27/20 11:27:48 AM,167.95,,,,
131,06/27/20 11:27:49 AM,167.27,,,,
132,06/27/20 11:27:50 AM,170.32,,,,
133,06/27/20 11:27:51 AM,175.06,,,,
134,06/27/20 11:27:52 AM,176.42,,,,
135,06/27/20 11:27:53 AM,172.35,,,,
136,06/27/20 11:27:54 AM,168.62,,,,
137,06/27/20 11:27:55 AM,166.93,,,,
138,06/27/20 11:27:56 AM,161.85,,,,
139,06/27/20 11:27:57 AM,159.49,,,,
140,06/27/20 11:27:58 AM,159.83,,,,
141,06/27/20 11:27:59 AM,164.22,,,,
142,06/27/20 11:28:00 AM,167.95,,,,
143,06/27/20 11:28:01 AM,165.91,,,,
144,06/27/20 11:28:02 AM,164.90,,,,
145,06/27/20 11:28:03 AM,163.55,,,,
146,06/27/20 11:28:04 AM,160.84,,,,
147,06/27/20 11:28:05 AM,156.45,,,,
148,06/27/20 11:28:06 AM,154.42,,,,
149,06/27/20 11:28:07 AM,154.42,,,,
150,06/27/20 11:28:08 AM,154.76,,,,
151,06/27/20 11:28:09 AM,160.16,,,,
152,06/27/20 11:28:10 AM,160.84,,,,
153,06/27/20 11:28:11 AM,158.14,,,,
154,06/27/20 11:28:12 AM,153.75,,,,
155,06/27/20 11:28:13 AM,147.69,,,,
156,06/27/20 11:28:14 AM,148.36,,,,
157,06/27/20 11:28:15 AM,146.68,,,,
158,06/27/20 11:28:16 AM,147.35,,,,
159,06/27/20 11:28:17 AM,152.40,,,,
160,06/27/20 11:28:18 AM,151.05,,,,
161,06/27/20 11:28:19 AM,149.37,,,,
162,06/27/20 11:28:20 AM,146.34,,,,
163,06/27/20 11:28:21 AM,143.65,,,,
164,06/27/20 11:28:22 AM,141.30,,,,
165,06/27/20 11:28:23 AM,140.63,,,,
166,06/27/20 11:28:24 AM,138.62,,,,
167,06/27/20 11:28:25 AM,141.64,,,,
168,06/27/20 11:28:26 AM,149.71,,,,
169,06/27/20 11:28:27 AM,152.74,,,,
170,06/27/20 11:28:28 AM,155.10,,,,
171,06/27/20 11:28:29 AM,155.44,,,,
172,06/27/20 11:28:30 AM,154.76,,,,
173,06/27/20 11:28:31 AM,153.41,,,,
174,06/27/20 11:28:32 AM,151.73,,,,
175,06/27/20 11:28:33 AM,153.75,,,,
176,06/27/20 11:28:34 AM,151.05,,,,
177,06/27/20 11:28:35 AM,148.36,,,,
178,06/27/20 11:28:36 AM,145.33,,,,
179,06/27/20 11:28:37 AM,144.33,,,,
180,06/27/20 11:28:38 AM,144.33,,,,
181,06/27/20 11:28:39 AM,141.98,,,,
182,06/27/20 11:28:40 AM,141.30,,,,
183,06/27/20 11:28:41 AM,139.29,,,,
184,06/27/20 11:28:42 AM,133.94,,,,
185,06/27/20 11:28:43 AM,128.93,,,,
186,06/27/20 11:28:44 AM,129.27,,,,
187,06/27/20 11:28:45 AM,129.60,,,,
188,06/27/20 11:28:46 AM,129.27,,,,
189,06/27/20 11:28:47 AM,135.61,,,,
190,06/27/20 11:28:48 AM,141.64,,,,
191,06/27/20 11:28:49 AM,145.33,,,,
192,06/27/20 11:28:50 AM,141.64,,,,
193,06/27/20 11:28:51 AM,137.95,,,,
194,06/27/20 11:28:52 AM,135.61,,,,
195,06/27/20 11:28:53 AM,135.61,,,,
196,06/27/20 11:28:54 AM,135.28,,,,
197,06/27/20 11:28:55 AM,138.62,,,,
198,06/27/20 11:28:56 AM,144.33,,,,
199,06/27/20 11:28:57 AM,145.33,,,,
200,06/27/20 11:28:58 AM,141.30,,,,
201,06/27/20 11:28:59 AM,139.63,,,,
202,06/27/20 11:29:00 AM,136.95,,,,
203,06/27/20 11:29:01 AM,135.61,,,,
204,06/27/20 11:29:02 AM,133.94,,,,
205,06/27/20 11:29:03 AM,136.61,,,,
206,06/27/20 11:29:04 AM,136.28,,,,
207,06/27/20 11:29:05 AM,135.28,,,,
208,06/27/20 11:29:06 AM,134.94,,,,
209,06/27/20 11:29:07 AM,132.60,,,,
210,06/27/20 11:29:08 AM,129.60,,,,
211,06/27/20 11:29:09 AM,129.60,,,,
212,06/27/20 11:29:10 AM,128.60,,,,
213,06/27/20 11:29:11 AM,129.60,,,,
214,06/27/20 11:29:12 AM,133.27,,,,
215,06/27/20 11:29:13 AM,134.27,,,,
216,06/27/20 11:29:14 AM,135.28,,,,
217,06/27/20 11:29:15 AM,132.94,,,,
218,06/27/20 11:29:16 AM,138.96,,,,
219,06/27/20 11:29:17 AM,137.95,,,,
220,06/27/20 11:29:18 AM,139.63,,,,
221,06/27/20 11:29:19 AM,140.63,,,,
222,06/27/20 11:29:20 AM,145.33,,,,
223,06/27/20 11:29:21 AM,144.33,,,,
224,06/27/20 11:29:22 AM,148.70,,,,
225,06/27/20 11:29:23 AM,149.71,,,,
226,06/27/20 11:29:24 AM,148.36,,,,
227,06/27/20 11:29:25 AM,147.01,,,,
228,06/27/20 11:29:26 AM,145.00,,,,
229,06/27/20 11:29:27 AM,142.31,,,,
230,06/27/20 11:29:28 AM,140.30,,,,
231,06/27/20 11:29:29 AM,140.97,,,,
232,06/27/20 11:29:30 AM,139.29,,,,
233,06/27/20 11:29:31 AM,140.30,,,,
234,06/27/20 11:29:32 AM,140.30,,,,
235,06/27/20 11:29:33 AM,139.29,,,,
236,06/27/20 11:29:34 AM,138.62,,,,
237,06/27/20 11:29:35 AM,139.29,,,,
238,06/27/20 11:29:36 AM,143.32,,,,
239,06/27/20 11:29:37 AM,145.33,,,,
240,06/27/20 11:29:38 AM,147.69,,,,
241,06/27/20 11:29:39 AM,149.71,,,,
242,06/27/20 11:29:40 AM,147.01,,,,
243,06/27/20 11:29:41 AM,146.68,,,,
244,06/27/20 11:29:42 AM,142.98,,,,
245,06/27/20 11:29:43 AM,142.98,,,,
246,06/27/20 11:29:44 AM,139.29,,,,
247,06/27/20 11:29:45 AM,135.28,,,,
248,06/27/20 11:29:46 AM,134.61,,,,
249,06/27/20 11:29:47 AM,134.61,,,,
250,06/27/20 11:29:48 AM,137.28,,,,
251,06/27/20 11:29:49 AM,134.27,,,,
252,06/27/20 11:29:50 AM,138.29,,,,
253,06/27/20 11:29:51 AM,136.95,,,,
254,06/27/20 11:29:52 AM,132.60,,,,
255,06/27/20 11:29:53 AM,129.60,,,,
256,06/27/20 11:29:54 AM,126.94,,,,
257,06/27/20 11:29:55 AM,122.95,,,,
258,06/27/20 11:29:56 AM,122.28,,,,
259,06/27/20 11:29:57 AM,120.29,,,,
260,06/27/20 11:29:58 AM,119.30,,,,
261,06/27/20 11:29:59 AM,119.96,,,,
262,06/27/20 11:30:00 AM,117.97,,,,
263,06/27/20 11:30:01 AM,117.31,,,,
264,06/27/20 11:30:02 AM,114.99,,,,
265,06/27/20 11:30:03 AM,112.68,,,,
266,06/27/20 11:30:04 AM,114.99,,,,
267,06/27/20 11:30:05 AM,116.32,,,,
268,06/27/20 11:30:06 AM,113.67,,,,
269,06/27/20 11:30:07 AM,114.00,,,,
270,06/27/20 11:30:08 AM,112.02,,,,
271,06/27/20 11:30:09 AM,113.34,,,,
272,06/27/20 11:30:10 AM,116.32,,,,
273,06/27/20 11:30:11 AM,127.27,,,,
274,06/27/20 11:30:12 AM,130.27,,,,
275,06/27/20 11:30:13 AM,132.27,,,,
276,06/27/20 11:30:14 AM,133.27,,,,
277,06/27/20 11:30:15 AM,131.27,,,,
278,06/27/20 11:30:16 AM,126.94,,,,
279,06/27/20 11:30:17 AM,122.61,,,,
280,06/27/20 11:30:18 AM,118.63,,,,
281,06/27/20 11:30:19 AM,118.97,,,,
282,06/27/20 11:30:20 AM,120.62,,,,
283,06/27/20 11:30:21 AM,118.30,,,,
284,06/27/20 11:30:22 AM,120.95,,,,
285,06/27/20 11:30:23 AM,122.95,,,,
286,06/27/20 11:30:24 AM,121.95,,,,
287,06/27/20 11:30:25 AM,123.94,,,,
288,06/27/20 11:30:26 AM,125.60,,,,
289,06/27/20 11:30:27 AM,126.94,,,,
290,06/27/20 11:30:28 AM,133.94,,,,
291,06/27/20 11:30:29 AM,133.27,,,,
292,06/27/20 11:30:30 AM,136.95,,,,
293,06/27/20 11:30:31 AM,134.27,,,,
294,06/27/20 11:30:32 AM,131.93,,,,
295,06/27/20 11:30:33 AM,128.27,,,,
296,06/27/20 11:30:34 AM,127.93,,,,
297,06/27/20 11:30:35 AM,131.27,,,,
298,06/27/20 11:30:36 AM,135.94,,,,
299,06/27/20 11:30:37 AM,136.61,,,,
300,06/27/20 11:30:38 AM,138.96,,,,
301,06/27/20 11:30:39 AM,135.61,,,,
302,06/27/20 11:30:40 AM,133.27,,,,
303,06/27/20 11:30:41 AM,134.61,,,,
304,06/27/20 11:30:42 AM,132.27,,,,
305,06/27/20 11:30:43 AM,129.93,,,,
306,06/27/20 11:30:44 AM,133.94,,,,
307,06/27/20 11:30:45 AM,142.65,,,,
308,06/27/20 11:30:46 AM,143.32,,,,
309,06/27/20 11:30:47 AM,143.32,,,,
310,06/27/20 11:30:48 AM,139.96,,,,
311,06/27/20 11:30:49 AM,143.65,,,,
312,06/27/20 11:30:50 AM,140.63,,,,
313,06/27/20 11:30:51 AM,135.61,,,,
314,06/27/20 11:30:52 AM,133.27,,,,
315,06/27/20 11:30:53 AM,128.93,,,,
316,06/27/20 11:30:54 AM,125.60,,,,
317,06/27/20 11:30:55 AM,127.27,,,,
318,06/27/20 11:30:56 AM,128.60,,,,
319,06/27/20 11:30:57 AM,127.60,,,,
320,06/27/20 11:30:58 AM,129.93,,,,
321,06/27/20 11:30:59 AM,128.27,,,,
322,06/27/20 11:31:00 AM,127.60,,,,
323,06/27/20 11:31:01 AM,127.60,,,,
324,06/27/20 11:31:02 AM,131.60,,,,
325,06/27/20 11:31:03 AM,134.61,,,,
326,06/27/20 11:31:04 AM,137.62,,,,
327,06/27/20 11:31:05 AM,137.28,,,,
328,06/27/20 11:31:06 AM,135.94,,,,
329,06/27/20 11:31:07 AM,137.28,,,,
330,06/27/20 11:31:08 AM,137.62,,,,
331,06/27/20 11:31:09 AM,141.98,,,,
332,06/27/20 11:31:10 AM,142.98,,,,
333,06/27/20 11:31:11 AM,141.98,,,,
334,06/27/20 11:31:12 AM,145.33,,,,
335,06/27/20 11:31:13 AM,142.98,,,,
336,06/27/20 11:31:14 AM,140.97,,,,
337,06/27/20 11:31:15 AM,136.95,,,,
338,06/27/20 11:31:16 AM,135.28,,,,
339,06/27/20 11:31:17 AM,132.94,,,,
340,06/27/20 11:31:18 AM,133.94,,,,
341,06/27/20 11:31:19 AM,134.27,,,,
342,06/27/20 11:31:20 AM,133.94,,,,
343,06/27/20 11:31:21 AM,133.27,,,,
344,06/27/20 11:31:22 AM,132.94,,,,
345,06/27/20 11:31:23 AM,130.93,,,,
346,06/27/20 11:31:24 AM,126.27,,,,
347,06/27/20 11:31:25 AM,123.61,,,,
348,06/27/20 11:31:26 AM,121.95,,,,
349,06/27/20 11:31:27 AM,120.29,,,,
350,06/27/20 11:31:28 AM,118.63,,,,
351,06/27/20 11:31:29 AM,119.63,,,,
352,06/27/20 11:31:30 AM,120.95,,,,
353,06/27/20 11:31:31 AM,122.95,,,,
354,06/27/20 11:31:32 AM,125.94,,,,
355,06/27/20 11:31:33 AM,127.27,,,,
356,06/27/20 11:31:34 AM,127.93,,,,
357,06/27/20 11:31:35 AM,126.27,,,,
358,06/27/20 11:31:36 AM,126.27,,,,
359,06/27/20 11:31:37 AM,128.93,,,,
360,06/27/20 11:31:38 AM,126.94,,,,
361,06/27/20 11:31:39 AM,124.94,,,,
362,06/27/20 11:31:40 AM,123.94,,,,
363,06/27/20 11:31:41 AM,119.96,,,,
364,06/27/20 11:31:42 AM,121.29,,,,
365,06/27/20 11:31:43 AM,124.94,,,,
366,06/27/20 11:31:44 AM,130.27,,,,
367,06/27/20 11:31:45 AM,131.93,,,,
368,06/27/20 11:31:46 AM,129.93,,,,
369,06/27/20 11:31:47 AM,131.93,,,,
370,06/27/20 11:31:48 AM,132.60,,,,
371,06/27/20 11:31:49 AM,132.27,,,,
372,06/27/20 11:31:50 AM,133.94,,,,
373,06/27/20 11:31:51 AM,133.94,,,,
374,06/27/20 11:31:52 AM,132.60,,,,
375,06/27/20 11:31:53 AM,139.96,,,,
376,06/27/20 11:31:54 AM,137.95,,,,
377,06/27/20 11:31:55 AM,136.61,,,,
378,06/27/20 11:31:56 AM,135.94,,,,
379,06/27/20 11:31:57 AM,133.60,,,,
380,06/27/20 11:31:58 AM,130.27,,,,
381,06/27/20 11:31:59 AM,130.27,,,,
382,06/27/20 11:32:00 AM,135.94,,,,
383,06/27/20 11:32:01 AM,134.27,,,,
384,06/27/20 11:32:02 AM,131.93,,,,
385,06/27/20 11:32:03 AM,132.27,,,,
386,06/27/20 11:32:04 AM,129.93,,,,
387,06/27/20 11:32:05 AM,130.93,,,,
388,06/27/20 11:32:06 AM,131.93,,,,
389,06/27/20 11:32:07 AM,132.27,,,,
390,06/27/20 11:32:08 AM,132.94,,,,
391,06/27/20 11:32:09 AM,136.61,,,,
392,06/27/20 11:32:10 AM,137.62,,,,
393,06/27/20 11:32:11 AM,138.96,,,,
394,06/27/20 11:32:12 AM,145.67,,,,
395,06/27/20 11:32:13 AM,149.03,,,,
396,06/27/20 11:32:14 AM,144.33,,,,
397,06/27/20 11:32:15 AM,145.00,,,,
398,06/27/20 11:32:16 AM,147.01,,,,
399,06/27/20 11:32:17 AM,142.65,,,,
400,06/27/20 11:32:18 AM,144.33,,,,
401,06/27/20 11:32:19 AM,150.04,,,,
402,06/27/20 11:32:20 AM,151.05,,,,
403,06/27/20 11:32:21 AM,149.71,,,,
404,06/27/20 11:32:22 AM,155.77,,,,
405,06/27/20 11:32:23 AM,153.75,,,,
406,06/27/20 11:32:24 AM,150.38,,,,
407,06/27/20 11:32:25 AM,148.02,,,,
408,06/27/20 11:32:26 AM,148.36,,,,
409,06/27/20 11:32:27 AM,152.06,,,,
410,06/27/20 11:32:28 AM,149.71,,,,
411,06/27/20 11:32:29 AM,152.74,,,,
412,06/27/20 11:32:30 AM,166.93,,,,
413,06/27/20 11:32:31 AM,169.64,,,,
414,06/27/20 11:32:32 AM,171.67,,,,
415,06/27/20 11:32:33 AM,165.58,,,,
416,06/27/20 11:32:34 AM,161.18,,,,
417,06/27/20 11:32:35 AM,157.80,,,,
418,06/27/20 11:32:36 AM,156.11,,,,
419,06/27/20 11:32:37 AM,160.84,,,,
420,06/27/20 11:32:38 AM,161.18,,,,
421,06/27/20 11:32:39 AM,158.81,,,,
422,06/27/20 11:32:40 AM,162.87,,,,
423,06/27/20 11:32:41 AM,162.19,,,,
424,06/27/20 11:32:42 AM,162.19,,,,
425,06/27/20 11:32:43 AM,162.19,,,,
426,06/27/20 11:32:44 AM,164.56,,,,
427,06/27/20 11:32:45 AM,162.19,,,,
428,06/27/20 11:32:46 AM,160.50,,,,
429,06/27/20 11:32:47 AM,160.84,,,,
430,06/27/20 11:32:48 AM,162.53,,,,
431,06/27/20 11:32:49 AM,160.50,,,,
432,06/27/20 11:32:50 AM,159.15,,,,
433,06/27/20 11:32:51 AM,155.10,,,,
434,06/27/20 11:32:52 AM,151.73,,,,
435,06/27/20 11:32:53 AM,149.03,,,,
436,06/27/20 11:32:54 AM,145.67,,,,
437,06/27/20 11:32:55 AM,144.33,,,,
438,06/27/20 11:32:56 AM,145.33,,,,
439,06/27/20 11:32:57 AM,144.66,,,,
440,06/27/20 11:32:58 AM,142.31,,,,
441,06/27/20 11:32:59 AM,140.97,,,,
442,06/27/20 11:33:00 AM,139.96,,,,
443,06/27/20 11:33:01 AM,139.29,,,,
444,06/27/20 11:33:02 AM,139.63,,,,
445,06/27/20 11:33:03 AM,137.62,,,,
446,06/27/20 11:33:04 AM,133.94,,,,
447,06/27/20 11:33:05 AM,130.93,,,,
448,06/27/20 11:33:06 AM,132.27,,,,
449,06/27/20 11:33:07 AM,139.29,,,,
450,06/27/20 11:33:08 AM,138.96,,,,
451,06/27/20 11:33:09 AM,136.61,,,,
452,06/27/20 11:33:10 AM,138.29,,,,
453,06/27/20 11:33:11 AM,141.64,,,,
454,06/27/20 11:33:12 AM,140.97,,,,
