"Plot Title: flam.mid"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 1282988, SEN S/N: 1282988, LBL: k)","Temp, °C (LGR S/N: 1282988, SEN S/N: 1282988, LBL: temp)","Button Down (LGR S/N: 1282988)","Button Up (LGR S/N: 1282988)","Host Connected (LGR S/N: 1282988)","Stopped (LGR S/N: 1282988)","End Of File (LGR S/N: 1282988)"
1,11/01/20 11:02:50 AM,43.30,19.888,,,,,
2,11/01/20 11:02:51 AM,41.97,19.888,,,,,
3,11/01/20 11:02:52 AM,30.01,19.912,,,,,
4,11/01/20 11:02:53 AM,24.98,19.912,,,,,
5,11/01/20 11:02:54 AM,44.29,19.912,,,,,
6,11/01/20 11:02:55 AM,47.58,19.936,,,,,
7,11/01/20 11:02:56 AM,33.68,19.936,,,,,
8,11/01/20 11:02:57 AM,27.00,19.936,,,,,
9,11/01/20 11:02:58 AM,23.64,19.936,,,,,
10,11/01/20 11:02:59 AM,21.96,19.936,,,,,
11,11/01/20 11:03:00 AM,21.62,19.960,,,,,
12,11/01/20 11:03:01 AM,20.95,19.936,,,,,
13,11/01/20 11:03:02 AM,20.61,19.960,,,,,
14,11/01/20 11:03:03 AM,2.98,19.960,,,,,
15,11/01/20 11:03:04 AM,-0.77,19.960,,,,,
16,11/01/20 11:03:05 AM,3.66,19.960,,,,,
17,11/01/20 11:03:06 AM,14.53,19.960,,,,,
18,11/01/20 11:03:07 AM,19.26,19.984,,,,,
19,11/01/20 11:03:08 AM,16.22,19.984,,,,,
20,11/01/20 11:03:09 AM,12.83,19.984,,,,,
21,11/01/20 11:03:10 AM,16.90,19.984,,,,,
22,11/01/20 11:03:11 AM,17.91,19.984,,,,,
23,11/01/20 11:03:12 AM,18.92,20.007,,,,,
24,11/01/20 11:03:13 AM,15.88,20.007,,,,,
25,11/01/20 11:03:14 AM,20.95,20.007,,,,,
26,11/01/20 11:03:15 AM,20.61,20.007,,,,,
27,11/01/20 11:03:16 AM,24.31,20.007,,,,,
28,11/01/20 11:03:17 AM,20.61,20.007,,,,,
29,11/01/20 11:03:18 AM,18.58,20.031,,,,,
30,11/01/20 11:03:19 AM,19.26,20.031,,,,,
31,11/01/20 11:03:20 AM,20.95,20.031,,,,,
32,11/01/20 11:03:21 AM,21.62,20.055,,,,,
33,11/01/20 11:03:22 AM,21.96,20.055,,,,,
34,11/01/20 11:03:23 AM,17.23,20.055,,,,,
35,11/01/20 11:03:24 AM,16.90,20.055,,,,,
36,11/01/20 11:03:25 AM,15.20,20.079,,,,,
37,11/01/20 11:03:26 AM,18.58,20.079,,,,,
38,11/01/20 11:03:27 AM,19.60,20.079,,,,,
39,11/01/20 11:03:28 AM,16.90,20.079,,,,,
40,11/01/20 11:03:29 AM,16.90,20.079,,,,,
41,11/01/20 11:03:30 AM,16.90,20.079,,,,,
42,11/01/20 11:03:31 AM,16.90,20.079,,,,,
43,11/01/20 11:03:32 AM,16.90,20.079,,,,,
44,11/01/20 11:03:33 AM,16.90,20.079,,,,,
45,11/01/20 11:03:34 AM,16.90,20.055,,,,,
46,11/01/20 11:03:35 AM,16.90,20.055,,,,,
47,11/01/20 11:03:36 AM,16.90,20.031,,,,,
48,11/01/20 11:03:37 AM,16.90,20.031,,,,,
49,11/01/20 11:03:38 AM,16.90,20.031,,,,,
50,11/01/20 11:03:39 AM,16.90,20.031,,,,,
51,11/01/20 11:03:40 AM,16.90,20.007,,,,,
52,11/01/20 11:03:41 AM,16.90,20.007,,,,,
53,11/01/20 11:03:42 AM,16.90,20.007,,,,,
54,11/01/20 11:03:43 AM,16.90,20.007,,,,,
55,11/01/20 11:03:44 AM,16.90,19.984,,,,,
56,11/01/20 11:03:45 AM,16.90,19.984,,,,,
57,11/01/20 11:03:46 AM,16.90,19.984,,,,,
58,11/01/20 11:03:47 AM,16.90,19.960,,,,,
59,11/01/20 11:03:48 AM,16.56,19.960,,,,,
60,11/01/20 11:03:49 AM,16.56,19.960,,,,,
61,11/01/20 11:03:50 AM,16.90,19.960,,,,,
62,11/01/20 11:03:51 AM,16.56,19.936,,,,,
63,11/01/20 11:03:52 AM,16.90,19.936,,,,,
64,11/01/20 11:03:53 AM,16.56,19.936,,,,,
65,11/01/20 11:03:54 AM,16.90,19.936,,,,,
66,11/01/20 11:03:55 AM,16.56,19.912,,,,,
67,11/01/20 11:03:56 AM,16.56,19.912,,,,,
68,11/01/20 11:03:57 AM,16.56,19.912,,,,,
69,11/01/20 11:03:58 AM,16.90,19.912,,,,,
70,11/01/20 11:03:59 AM,16.90,19.888,,,,,
71,11/01/20 11:04:00 AM,17.23,19.888,,,,,
72,11/01/20 11:04:01 AM,18.25,19.888,,,,,
73,11/01/20 11:04:02 AM,18.58,19.888,,,,,
74,11/01/20 11:04:03 AM,18.92,19.888,,,,,
75,11/01/20 11:04:04 AM,19.26,19.888,,,,,
76,11/01/20 11:04:05 AM,19.60,19.888,,,,,
77,11/01/20 11:04:06 AM,19.26,19.865,,,,,
78,11/01/20 11:04:07 AM,19.26,19.865,,,,,
79,11/01/20 11:04:08 AM,19.26,19.865,,,,,
80,11/01/20 11:04:09 AM,18.92,19.865,,,,,
81,11/01/20 11:04:10 AM,18.92,19.841,,,,,
82,11/01/20 11:04:11 AM,18.92,19.865,,,,,
83,11/01/20 11:04:12 AM,18.92,19.841,,,,,
84,11/01/20 11:04:13 AM,18.92,19.841,,,,,
85,11/01/20 11:04:14 AM,18.58,19.817,,,,,
86,11/01/20 11:04:15 AM,18.58,19.841,,,,,
87,11/01/20 11:04:16 AM,18.58,19.817,,,,,
88,11/01/20 11:04:17 AM,18.58,19.817,,,,,
89,11/01/20 11:04:18 AM,18.58,19.817,,,,,
90,11/01/20 11:04:19 AM,18.58,19.817,,,,,
91,11/01/20 11:04:20 AM,18.58,19.817,,,,,
92,11/01/20 11:04:21 AM,18.25,19.793,,,,,
93,11/01/20 11:04:22 AM,18.25,19.793,,,,,
94,11/01/20 11:04:23 AM,18.25,19.793,,,,,
95,11/01/20 11:04:24 AM,18.25,19.793,,,,,
96,11/01/20 11:04:25 AM,18.25,19.793,,,,,
97,11/01/20 11:04:26 AM,18.25,19.770,,,,,
98,11/01/20 11:04:27 AM,18.25,19.770,,,,,
99,11/01/20 11:04:28 AM,18.25,19.770,,,,,
100,11/01/20 11:04:29 AM,18.25,19.770,,,,,
101,11/01/20 11:04:30 AM,18.25,19.770,,,,,
102,11/01/20 11:04:31 AM,18.25,19.746,,,,,
103,11/01/20 11:04:32 AM,17.91,19.746,,,,,
104,11/01/20 11:04:33 AM,17.91,19.746,,,,,
105,11/01/20 11:04:34 AM,17.91,19.746,,,,,
106,11/01/20 11:04:35 AM,17.91,19.746,,,,,
107,11/01/20 11:04:36 AM,17.91,19.722,,,,,
108,11/01/20 11:04:37 AM,17.91,19.722,,,,,
109,11/01/20 11:04:38 AM,17.91,19.722,,,,,
110,11/01/20 11:04:39 AM,17.91,19.698,,,,,
111,11/01/20 11:04:40 AM,17.57,19.698,,,,,
112,11/01/20 11:04:41 AM,17.57,19.698,,,,,
113,11/01/20 11:04:42 AM,17.57,19.698,,,,,
114,11/01/20 11:04:43 AM,17.57,19.698,,,,,
115,11/01/20 11:04:44 AM,17.57,19.674,,,,,
116,11/01/20 11:04:45 AM,17.57,19.674,,,,,
117,11/01/20 11:04:46 AM,17.57,19.674,,,,,
118,11/01/20 11:04:47 AM,17.57,19.674,,,,,
119,11/01/20 11:04:48 AM,17.57,19.651,,,,,
120,11/01/20 11:04:49 AM,17.23,19.651,,,,,
121,11/01/20 11:04:50 AM,17.57,19.651,,,,,
122,11/01/20 11:04:51 AM,17.57,19.651,,,,,
123,11/01/20 11:04:52 AM,17.23,19.627,,,,,
124,11/01/20 11:04:53 AM,17.23,19.627,,,,,
125,11/01/20 11:04:54 AM,17.23,19.627,,,,,
126,11/01/20 11:04:55 AM,17.23,19.627,,,,,
127,11/01/20 11:04:56 AM,17.23,19.603,,,,,
128,11/01/20 11:04:57 AM,17.23,19.603,,,,,
129,11/01/20 11:04:58 AM,17.23,19.603,,,,,
130,11/01/20 11:04:59 AM,17.23,19.579,,,,,
131,11/01/20 11:05:00 AM,17.23,19.579,,,,,
132,11/01/20 11:05:01 AM,17.23,19.579,,,,,
133,11/01/20 11:05:02 AM,17.23,19.579,,,,,
134,11/01/20 11:05:03 AM,16.90,19.555,,,,,
135,11/01/20 11:05:04 AM,17.23,19.555,,,,,
136,11/01/20 11:05:05 AM,16.90,19.555,,,,,
137,11/01/20 11:05:06 AM,16.90,19.555,,,,,
138,11/01/20 11:05:07 AM,16.90,19.532,,,,,
139,11/01/20 11:05:08 AM,16.90,19.532,,,,,
140,11/01/20 11:05:09 AM,16.90,19.532,,,,,
141,11/01/20 11:05:10 AM,16.90,19.532,,,,,
142,11/01/20 11:05:11 AM,16.90,19.508,,,,,
143,11/01/20 11:05:12 AM,16.90,19.508,,,,,
144,11/01/20 11:05:13 AM,16.90,19.508,,,,,
145,11/01/20 11:05:14 AM,17.23,19.484,,,,,
146,11/01/20 11:05:15 AM,16.90,19.484,,,,,
147,11/01/20 11:05:16 AM,16.90,19.484,,,,,
148,11/01/20 11:05:17 AM,17.23,19.484,,,,,
149,11/01/20 11:05:18 AM,16.90,19.460,,,,,
150,11/01/20 11:05:19 AM,16.90,19.460,,,,,
151,11/01/20 11:05:20 AM,16.90,19.460,,,,,
152,11/01/20 11:05:21 AM,16.90,19.436,,,,,
153,11/01/20 11:05:22 AM,16.90,19.436,,,,,
154,11/01/20 11:05:23 AM,16.90,19.436,,,,,
155,11/01/20 11:05:24 AM,16.90,19.436,,,,,
156,11/01/20 11:05:25 AM,16.90,19.413,,,,,
157,11/01/20 11:05:26 AM,16.90,19.413,,,,,
158,11/01/20 11:05:27 AM,16.90,19.413,,,,,
159,11/01/20 11:05:28 AM,16.90,19.389,,,,,
160,11/01/20 11:05:29 AM,16.90,19.389,,,,,
161,11/01/20 11:05:30 AM,16.90,19.389,,,,,
162,11/01/20 11:05:31 AM,16.90,19.389,,,,,
163,11/01/20 11:05:32 AM,16.90,19.389,,,,,
164,11/01/20 11:05:33 AM,16.90,19.365,,,,,
165,11/01/20 11:05:34 AM,16.90,19.365,,,,,
166,11/01/20 11:05:35 AM,16.90,19.365,,,,,
167,11/01/20 11:05:36 AM,16.90,19.341,,,,,
168,11/01/20 11:05:37 AM,16.90,19.341,,,,,
169,11/01/20 11:05:38 AM,16.90,19.341,,,,,
170,11/01/20 11:05:39 AM,16.90,19.341,,,,,
171,11/01/20 11:05:40 AM,16.90,19.318,,,,,
172,11/01/20 11:05:41 AM,16.90,19.318,,,,,
173,11/01/20 11:05:42 AM,16.90,19.294,,,,,
174,11/01/20 11:05:43 AM,16.90,19.294,,,,,
175,11/01/20 11:05:44 AM,16.90,19.294,,,,,
176,11/01/20 11:05:45 AM,16.90,19.294,,,,,
177,11/01/20 11:05:46 AM,16.90,19.270,,,,,
178,11/01/20 11:05:47 AM,16.90,19.294,,,,,
179,11/01/20 11:05:48 AM,16.90,19.270,,,,,
180,11/01/20 11:05:49 AM,16.90,19.270,,,,,
181,11/01/20 11:05:50 AM,16.90,19.246,,,,,
182,11/01/20 11:05:51 AM,16.90,19.246,,,,,
183,11/01/20 11:05:52 AM,16.90,19.246,,,,,
184,11/01/20 11:05:53 AM,16.90,19.246,,,,,
185,11/01/20 11:05:54 AM,16.90,19.246,,,,,
186,11/01/20 11:05:55 AM,16.90,19.222,,,,,
187,11/01/20 11:05:56 AM,16.90,19.222,,,,,
188,11/01/20 11:05:57 AM,16.90,19.199,,,,,
189,11/01/20 11:05:58 AM,16.90,19.199,,,,,
190,11/01/20 11:05:59 AM,16.90,19.199,,,,,
191,11/01/20 11:06:00 AM,16.90,19.199,,,,,
192,11/01/20 11:06:01 AM,16.90,19.175,,,,,
193,11/01/20 11:06:02 AM,16.90,19.175,,,,,
194,11/01/20 11:06:03 AM,16.90,19.175,,,,,
195,11/01/20 11:06:04 AM,16.90,19.151,,,,,
196,11/01/20 11:06:05 AM,16.90,19.151,,,,,
197,11/01/20 11:06:06 AM,16.90,19.151,,,,,
198,11/01/20 11:06:07 AM,16.56,19.127,,,,,
199,11/01/20 11:06:08 AM,16.90,19.127,,,,,
200,11/01/20 11:06:09 AM,16.90,19.127,,,,,
201,11/01/20 11:06:10 AM,16.90,19.103,,,,,
202,11/01/20 11:06:11 AM,16.90,19.103,,,,,
203,11/01/20 11:06:12 AM,16.56,19.103,,,,,
204,11/01/20 11:06:13 AM,16.56,19.103,,,,,
205,11/01/20 11:06:14 AM,16.56,19.080,,,,,
206,11/01/20 11:06:15 AM,16.90,19.080,,,,,
207,11/01/20 11:06:16 AM,16.90,19.080,,,,,
208,11/01/20 11:06:17 AM,16.90,19.080,,,,,
209,11/01/20 11:06:18 AM,16.90,19.080,,,,,
210,11/01/20 11:06:19 AM,16.90,19.056,,,,,
211,11/01/20 11:06:20 AM,16.56,19.056,,,,,
212,11/01/20 11:06:21 AM,16.90,19.056,,,,,
213,11/01/20 11:06:22 AM,16.56,19.032,,,,,
214,11/01/20 11:06:23 AM,16.90,19.032,,,,,
215,11/01/20 11:06:24 AM,16.56,19.032,,,,,
216,11/01/20 11:06:25 AM,16.56,19.008,,,,,
217,11/01/20 11:06:26 AM,16.56,19.008,,,,,
218,11/01/20 11:06:27 AM,16.56,18.985,,,,,
219,11/01/20 11:06:28 AM,16.56,18.985,,,,,
220,11/01/20 11:06:29 AM,16.56,18.985,,,,,
221,11/01/20 11:06:30 AM,16.56,18.985,,,,,
222,11/01/20 11:06:31 AM,16.56,18.961,,,,,
223,11/01/20 11:06:32 AM,16.56,18.961,,,,,
224,11/01/20 11:06:33 AM,16.56,18.961,,,,,
225,11/01/20 11:06:34 AM,16.56,18.961,,,,,
226,11/01/20 11:06:35 AM,16.56,18.937,,,,,
227,11/01/20 11:06:36 AM,16.56,18.937,,,,,
228,11/01/20 11:06:37 AM,16.56,18.937,,,,,
229,11/01/20 11:06:38 AM,16.56,18.913,,,,,
230,11/01/20 11:06:39 AM,16.56,18.913,,,,,
231,11/01/20 11:06:40 AM,16.56,18.913,,,,,
232,11/01/20 11:06:41 AM,16.56,18.913,,,,,
233,11/01/20 11:06:42 AM,16.56,18.889,,,,,
234,11/01/20 11:06:43 AM,16.56,18.866,,,,,
235,11/01/20 11:06:44 AM,16.56,18.889,,,,,
236,11/01/20 11:06:45 AM,16.56,18.889,,,,,
237,11/01/20 11:06:46 AM,16.56,18.866,,,,,
238,11/01/20 11:06:47 AM,16.56,18.842,,,,,
239,11/01/20 11:06:48 AM,16.56,18.842,,,,,
240,11/01/20 11:06:49 AM,16.56,18.842,,,,,
241,11/01/20 11:06:50 AM,16.56,18.818,,,,,
242,11/01/20 11:06:51 AM,16.56,18.818,,,,,
243,11/01/20 11:06:52 AM,16.56,18.818,,,,,
244,11/01/20 11:06:53 AM,16.56,18.818,,,,,
245,11/01/20 11:06:54 AM,16.56,18.794,,,,,
246,11/01/20 11:06:55 AM,16.56,18.794,,,,,
247,11/01/20 11:06:56 AM,16.56,18.794,,,,,
248,11/01/20 11:06:57 AM,16.56,18.771,,,,,
249,11/01/20 11:06:58 AM,16.56,18.771,,,,,
250,11/01/20 11:06:59 AM,16.56,18.771,,,,,
251,11/01/20 11:07:00 AM,16.56,18.771,,,,,
252,11/01/20 11:07:01 AM,16.56,18.747,,,,,
253,11/01/20 11:07:02 AM,16.56,18.747,,,,,
254,11/01/20 11:07:03 AM,16.22,18.723,,,,,
255,11/01/20 11:07:04 AM,16.56,18.723,,,,,
256,11/01/20 11:07:05 AM,16.22,18.723,,,,,
257,11/01/20 11:07:06 AM,16.22,18.723,,,,,
258,11/01/20 11:07:07 AM,16.22,18.723,,,,,
259,11/01/20 11:07:08 AM,16.56,18.699,,,,,
260,11/01/20 11:07:09 AM,16.56,18.699,,,,,
261,11/01/20 11:07:10 AM,16.56,18.675,,,,,
262,11/01/20 11:07:11 AM,16.22,18.675,,,,,
263,11/01/20 11:07:12 AM,16.22,18.675,,,,,
264,11/01/20 11:07:13 AM,16.22,18.675,,,,,
265,11/01/20 11:07:14 AM,16.22,18.652,,,,,
266,11/01/20 11:07:15 AM,16.22,18.652,,,,,
267,11/01/20 11:07:16 AM,16.56,18.652,,,,,
268,11/01/20 11:07:17 AM,16.22,18.628,,,,,
269,11/01/20 11:07:18 AM,16.22,18.628,,,,,
270,11/01/20 11:07:19 AM,16.22,18.628,,,,,
271,11/01/20 11:07:20 AM,16.22,18.628,,,,,
272,11/01/20 11:07:21 AM,16.22,18.604,,,,,
273,11/01/20 11:07:22 AM,16.22,18.604,,,,,
274,11/01/20 11:07:23 AM,16.22,18.580,,,,,
275,11/01/20 11:07:24 AM,16.22,18.580,,,,,
276,11/01/20 11:07:25 AM,16.22,18.580,,,,,
277,11/01/20 11:07:26 AM,16.22,18.557,,,,,
278,11/01/20 11:07:27 AM,16.22,18.557,,,,,
279,11/01/20 11:07:28 AM,16.22,18.557,,,,,
280,11/01/20 11:07:29 AM,16.22,18.533,,,,,
281,11/01/20 11:07:30 AM,16.22,18.533,,,,,
282,11/01/20 11:07:31 AM,16.22,18.533,,,,,
283,11/01/20 11:07:32 AM,16.22,18.533,,,,,
284,11/01/20 11:07:33 AM,16.22,18.509,,,,,
285,11/01/20 11:07:34 AM,16.22,18.509,,,,,
286,11/01/20 11:07:35 AM,16.22,18.509,,,,,
287,11/01/20 11:07:36 AM,16.22,18.485,,,,,
288,11/01/20 11:07:37 AM,16.22,18.485,,,,,
289,11/01/20 11:07:38 AM,16.22,18.485,,,,,
290,11/01/20 11:07:39 AM,16.22,18.485,,,,,
291,11/01/20 11:07:40 AM,16.22,18.461,,,,,
292,11/01/20 11:07:41 AM,16.22,18.461,,,,,
293,11/01/20 11:07:42 AM,16.22,18.461,,,,,
294,11/01/20 11:07:43 AM,16.22,18.438,,,,,
295,11/01/20 11:07:44 AM,16.22,18.438,,,,,
296,11/01/20 11:07:45 AM,16.22,18.438,,,,,
297,11/01/20 11:07:46 AM,16.22,18.438,,,,,
298,11/01/20 11:07:47 AM,16.22,18.414,,,,,
299,11/01/20 11:07:48 AM,16.22,18.414,,,,,
300,11/01/20 11:07:49 AM,16.22,18.390,,,,,
301,11/01/20 11:07:50 AM,16.22,18.390,,,,,
302,11/01/20 11:07:51 AM,16.22,18.390,,,,,
303,11/01/20 11:07:52 AM,16.22,18.390,,,,,
304,11/01/20 11:07:53 AM,16.22,18.366,,,,,
305,11/01/20 11:07:54 AM,16.22,18.366,,,,,
306,11/01/20 11:07:55 AM,16.22,18.343,,,,,
307,11/01/20 11:07:56 AM,16.22,18.343,,,,,
308,11/01/20 11:07:57 AM,16.22,18.343,,,,,
309,11/01/20 11:07:58 AM,16.22,18.343,,,,,
310,11/01/20 11:07:59 AM,16.22,18.319,,,,,
311,11/01/20 11:08:00 AM,16.22,18.319,,,,,
312,11/01/20 11:08:01 AM,16.22,18.295,,,,,
313,11/01/20 11:08:02 AM,16.22,18.295,,,,,
314,11/01/20 11:08:03 AM,16.22,18.295,,,,,
315,11/01/20 11:08:04 AM,16.22,18.295,,,,,
316,11/01/20 11:08:05 AM,16.22,18.295,,,,,
317,11/01/20 11:08:06 AM,16.22,18.271,,,,,
318,11/01/20 11:08:07 AM,16.22,18.271,,,,,
319,11/01/20 11:08:08 AM,16.22,18.271,,,,,
320,11/01/20 11:08:09 AM,16.22,18.247,,,,,
321,11/01/20 11:08:10 AM,16.22,18.247,,,,,
322,11/01/20 11:08:11 AM,16.22,18.247,,,,,
323,11/01/20 11:08:12 AM,16.22,18.247,,,,,
324,11/01/20 11:08:13 AM,16.22,18.224,,,,,
325,11/01/20 11:08:14 AM,16.22,18.224,,,,,
326,11/01/20 11:08:15 AM,16.22,18.224,,,,,
327,11/01/20 11:08:16 AM,16.22,18.200,,,,,
328,11/01/20 11:08:17 AM,16.22,18.200,,,,,
329,11/01/20 11:08:18 AM,16.22,18.176,,,,,
330,11/01/20 11:08:19 AM,16.22,18.176,,,,,
331,11/01/20 11:08:20 AM,16.22,18.176,,,,,
332,11/01/20 11:08:21 AM,16.22,18.176,,,,,
333,11/01/20 11:08:22 AM,16.22,18.152,,,,,
334,11/01/20 11:08:23 AM,16.22,18.152,,,,,
335,11/01/20 11:08:24 AM,16.22,18.152,,,,,
336,11/01/20 11:08:25 AM,16.22,18.152,,,,,
337,11/01/20 11:08:26 AM,16.22,18.152,,,,,
338,11/01/20 11:08:27 AM,16.22,18.152,,,,,
339,11/01/20 11:08:28 AM,16.22,18.129,,,,,
340,11/01/20 11:08:29 AM,16.22,18.129,,,,,
341,11/01/20 11:08:30 AM,16.22,18.105,,,,,
342,11/01/20 11:08:31 AM,16.22,18.105,,,,,
343,11/01/20 11:08:32 AM,16.22,18.105,,,,,
344,11/01/20 11:08:33 AM,16.22,18.105,,,,,
345,11/01/20 11:08:34 AM,16.22,18.081,,,,,
346,11/01/20 11:08:35 AM,16.22,18.081,,,,,
347,11/01/20 11:08:36 AM,16.22,18.057,,,,,
348,11/01/20 11:08:37 AM,16.22,18.057,,,,,
349,11/01/20 11:08:38 AM,16.22,18.057,,,,,
350,11/01/20 11:08:39 AM,16.22,18.057,,,,,
351,11/01/20 11:08:40 AM,16.22,18.057,,,,,
352,11/01/20 11:08:41 AM,16.22,18.033,,,,,
353,11/01/20 11:08:42 AM,16.22,18.033,,,,,
354,11/01/20 11:08:43 AM,16.22,18.033,,,,,
355,11/01/20 11:08:44 AM,16.22,18.033,,,,,
356,11/01/20 11:08:45 AM,16.22,18.010,,,,,
357,11/01/20 11:08:46 AM,16.22,18.010,,,,,
358,11/01/20 11:08:47 AM,16.22,18.010,,,,,
359,11/01/20 11:08:48 AM,16.22,17.986,,,,,
360,11/01/20 11:08:49 AM,16.22,17.986,,,,,
361,11/01/20 11:08:50 AM,16.22,17.986,,,,,
362,11/01/20 11:08:51 AM,16.22,17.962,,,,,
363,11/01/20 11:08:52 AM,16.22,17.962,,,,,
364,11/01/20 11:08:53 AM,16.22,17.962,,,,,
365,11/01/20 11:08:54 AM,16.22,17.962,,,,,
366,11/01/20 11:08:55 AM,16.22,17.962,,,,,
367,11/01/20 11:08:56 AM,16.22,17.938,,,,,
368,11/01/20 11:08:57 AM,16.22,17.938,,,,,
369,11/01/20 11:08:58 AM,16.22,17.938,,,,,
370,11/01/20 11:08:59 AM,16.22,17.915,,,,,
371,11/01/20 11:09:00 AM,16.22,17.915,,,,,
372,11/01/20 11:09:01 AM,16.22,17.915,,,,,
373,11/01/20 11:09:02 AM,16.22,17.915,,,,,
374,11/01/20 11:09:03 AM,16.22,17.915,,,,,
375,11/01/20 11:09:04 AM,16.22,17.891,,,,,
376,11/01/20 11:09:05 AM,16.22,17.891,,,,,
377,11/01/20 11:09:06 AM,16.22,17.891,,,,,
378,11/01/20 11:09:07 AM,16.22,17.891,,,,,
379,11/01/20 11:09:08 AM,16.22,17.867,,,,,
380,11/01/20 11:09:09 AM,16.22,17.867,,,,,
381,11/01/20 11:09:10 AM,16.22,17.867,,,,,
382,11/01/20 11:09:11 AM,16.22,17.867,,,,,
383,11/01/20 11:09:12 AM,16.22,17.843,,,,,
384,11/01/20 11:09:13 AM,16.22,17.843,,,,,
385,11/01/20 11:09:14 AM,16.22,17.843,,,,,
386,11/01/20 11:09:15 AM,16.22,17.819,,,,,
387,11/01/20 11:09:16 AM,16.22,17.819,,,,,
388,11/01/20 11:09:17 AM,16.22,17.819,,,,,
389,11/01/20 11:09:18 AM,15.88,17.819,,,,,
390,11/01/20 11:09:19 AM,16.22,17.796,,,,,
391,11/01/20 11:09:20 AM,16.22,17.796,,,,,
392,11/01/20 11:09:21 AM,16.22,17.796,,,,,
393,11/01/20 11:09:22 AM,16.22,17.796,,,,,
394,11/01/20 11:09:23 AM,15.88,17.772,,,,,
395,11/01/20 11:09:24 AM,16.22,17.772,,,,,
396,11/01/20 11:09:25 AM,16.22,17.772,,,,,
397,11/01/20 11:09:26 AM,16.22,17.772,,,,,
398,11/01/20 11:09:27 AM,15.88,17.772,,,,,
399,11/01/20 11:09:28 AM,16.22,17.748,,,,,
400,11/01/20 11:09:29 AM,16.22,17.748,,,,,
401,11/01/20 11:09:30 AM,16.22,17.748,,,,,
402,11/01/20 11:09:31 AM,16.22,17.724,,,,,
403,11/01/20 11:09:32 AM,16.22,17.724,,,,,
404,11/01/20 11:09:33 AM,16.22,17.724,,,,,
405,11/01/20 11:09:34 AM,16.22,17.724,,,,,
406,11/01/20 11:09:35 AM,16.22,17.724,,,,,
407,11/01/20 11:09:36 AM,15.88,17.701,,,,,
408,11/01/20 11:09:37 AM,16.22,17.701,,,,,
409,11/01/20 11:09:38 AM,16.22,17.701,,,,,
410,11/01/20 11:09:39 AM,16.22,17.701,,,,,
411,11/01/20 11:09:40 AM,15.88,17.677,,,,,
412,11/01/20 11:09:41 AM,16.22,17.701,,,,,
413,11/01/20 11:09:42 AM,15.88,17.677,,,,,
414,11/01/20 11:09:43 AM,16.22,17.677,,,,,
415,11/01/20 11:09:44 AM,16.22,17.677,,,,,
416,11/01/20 11:09:45 AM,15.88,17.677,,,,,
417,11/01/20 11:09:46 AM,15.88,17.653,,,,,
418,11/01/20 11:09:47 AM,15.88,17.653,,,,,
419,11/01/20 11:09:48 AM,16.22,17.653,,,,,
420,11/01/20 11:09:49 AM,15.88,17.629,,,,,
421,11/01/20 11:09:50 AM,15.88,17.629,,,,,
422,11/01/20 11:09:51 AM,15.88,17.629,,,,,
423,11/01/20 11:09:52 AM,16.22,17.629,,,,,
424,11/01/20 11:09:53 AM,16.22,17.629,,,,,
425,11/01/20 11:09:54 AM,16.22,17.605,,,,,
426,11/01/20 11:09:55 AM,15.88,17.605,,,,,
427,11/01/20 11:09:56 AM,16.22,17.605,,,,,
428,11/01/20 11:09:57 AM,16.22,17.605,,,,,
429,11/01/20 11:09:58 AM,15.88,17.582,,,,,
430,11/01/20 11:09:59 AM,16.22,17.582,,,,,
431,11/01/20 11:10:00 AM,15.88,17.582,,,,,
432,11/01/20 11:10:01 AM,15.88,17.582,,,,,
433,11/01/20 11:10:02 AM,16.22,17.582,,,,,
434,11/01/20 11:10:03 AM,16.22,17.558,,,,,
435,11/01/20 11:10:04 AM,16.22,17.558,,,,,
436,11/01/20 11:10:05 AM,16.22,17.558,,,,,
437,11/01/20 11:10:06 AM,16.22,17.558,,,,,
438,11/01/20 11:10:07 AM,16.22,17.534,,,,,
439,11/01/20 11:10:08 AM,16.22,17.534,,,,,
440,11/01/20 11:10:09 AM,16.22,17.534,,,,,
441,11/01/20 11:10:10 AM,16.22,17.534,,,,,
442,11/01/20 11:10:11 AM,16.22,17.534,,,,,
443,11/01/20 11:10:12 AM,16.22,17.510,,,,,
444,11/01/20 11:10:13 AM,15.88,17.510,,,,,
445,11/01/20 11:10:14 AM,15.88,17.510,,,,,
446,11/01/20 11:10:15 AM,16.22,17.510,,,,,
447,11/01/20 11:10:16 AM,16.22,17.486,,,,,
448,11/01/20 11:10:17 AM,16.22,17.486,,,,,
449,11/01/20 11:10:18 AM,16.22,17.486,,,,,
450,11/01/20 11:10:19 AM,16.22,17.486,,,,,
451,11/01/20 11:10:20 AM,15.88,17.463,,,,,
452,11/01/20 11:10:21 AM,16.22,17.463,,,,,
453,11/01/20 11:10:22 AM,16.22,17.463,,,,,
454,11/01/20 11:10:23 AM,15.88,17.463,,,,,
455,11/01/20 11:10:24 AM,16.22,17.463,,,,,
456,11/01/20 11:10:25 AM,16.22,17.439,,,,,
457,11/01/20 11:10:26 AM,16.22,17.439,,,,,
458,11/01/20 11:10:27 AM,16.22,17.439,,,,,
459,11/01/20 11:10:28 AM,16.22,17.439,,,,,
