"Plot Title: flam.left"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 2247374, SEN S/N: 2247374)","Temp, °C (LGR S/N: 2247374, SEN S/N: 2247374)","Host Connected (LGR S/N: 2247374)","Stopped (LGR S/N: 2247374)","End Of File (LGR S/N: 2247374)"
76,09/24/20 08:29:12 AM,15.88,21.079,,,
77,09/24/20 08:29:13 AM,15.88,21.079,,,
78,09/24/20 08:29:14 AM,15.88,21.079,,,
79,09/24/20 08:29:15 AM,15.88,21.056,,,
80,09/24/20 08:29:16 AM,15.88,21.056,,,
81,09/24/20 08:29:17 AM,15.88,21.056,,,
82,09/24/20 08:29:18 AM,15.88,21.056,,,
83,09/24/20 08:29:19 AM,15.88,21.056,,,
84,09/24/20 08:29:20 AM,15.88,21.032,,,
85,09/24/20 08:29:21 AM,15.88,21.032,,,
86,09/24/20 08:29:22 AM,15.88,21.032,,,
87,09/24/20 08:29:23 AM,15.88,21.032,,,
88,09/24/20 08:29:24 AM,15.88,21.008,,,
89,09/24/20 08:29:25 AM,15.88,21.008,,,
90,09/24/20 08:29:26 AM,15.88,21.008,,,
91,09/24/20 08:29:27 AM,15.88,21.008,,,
92,09/24/20 08:29:28 AM,15.88,20.984,,,
93,09/24/20 08:29:29 AM,15.88,20.984,,,
94,09/24/20 08:29:30 AM,15.88,20.984,,,
95,09/24/20 08:29:31 AM,15.88,20.960,,,
96,09/24/20 08:29:32 AM,15.88,20.960,,,
97,09/24/20 08:29:33 AM,15.88,20.960,,,
98,09/24/20 08:29:34 AM,15.88,20.960,,,
99,09/24/20 08:29:35 AM,15.88,20.936,,,
100,09/24/20 08:29:36 AM,15.88,20.936,,,
101,09/24/20 08:29:37 AM,15.88,20.936,,,
102,09/24/20 08:29:38 AM,15.88,20.913,,,
103,09/24/20 08:29:39 AM,15.88,20.913,,,
104,09/24/20 08:29:40 AM,15.88,20.913,,,
105,09/24/20 08:29:41 AM,15.88,20.913,,,
106,09/24/20 08:29:42 AM,15.88,20.913,,,
107,09/24/20 08:29:43 AM,15.88,20.889,,,
108,09/24/20 08:29:44 AM,15.88,20.889,,,
109,09/24/20 08:29:45 AM,15.88,20.889,,,
110,09/24/20 08:29:46 AM,15.88,20.865,,,
111,09/24/20 08:29:47 AM,15.88,20.865,,,
112,09/24/20 08:29:48 AM,15.88,20.865,,,
113,09/24/20 08:29:49 AM,15.88,20.865,,,
114,09/24/20 08:29:50 AM,15.88,20.841,,,
115,09/24/20 08:29:51 AM,15.88,20.841,,,
116,09/24/20 08:29:52 AM,15.88,20.841,,,
117,09/24/20 08:29:53 AM,15.88,20.817,,,
118,09/24/20 08:29:54 AM,15.88,20.817,,,
119,09/24/20 08:29:55 AM,15.88,20.817,,,
120,09/24/20 08:29:56 AM,15.88,20.793,,,
121,09/24/20 08:29:57 AM,15.88,20.793,,,
122,09/24/20 08:29:58 AM,15.88,20.793,,,
123,09/24/20 08:29:59 AM,15.88,20.793,,,
124,09/24/20 08:30:00 AM,15.88,20.770,,,
125,09/24/20 08:30:01 AM,15.88,20.770,,,
126,09/24/20 08:30:02 AM,15.88,20.770,,,
127,09/24/20 08:30:03 AM,15.88,20.770,,,
128,09/24/20 08:30:04 AM,15.88,20.746,,,
129,09/24/20 08:30:05 AM,15.88,20.746,,,
130,09/24/20 08:30:06 AM,15.88,20.746,,,
131,09/24/20 08:30:07 AM,15.88,20.746,,,
132,09/24/20 08:30:08 AM,15.88,20.722,,,
133,09/24/20 08:30:09 AM,15.88,20.722,,,
134,09/24/20 08:30:10 AM,15.88,20.722,,,
135,09/24/20 08:30:11 AM,15.88,20.698,,,
136,09/24/20 08:30:12 AM,15.88,20.698,,,
137,09/24/20 08:30:13 AM,15.88,20.698,,,
138,09/24/20 08:30:14 AM,15.88,20.674,,,
139,09/24/20 08:30:15 AM,15.88,20.674,,,
140,09/24/20 08:30:16 AM,15.88,20.674,,,
141,09/24/20 08:30:17 AM,15.88,20.650,,,
142,09/24/20 08:30:18 AM,15.88,20.650,,,
143,09/24/20 08:30:19 AM,15.88,20.650,,,
144,09/24/20 08:30:20 AM,15.88,20.650,,,
145,09/24/20 08:30:21 AM,15.88,20.627,,,
146,09/24/20 08:30:22 AM,15.88,20.627,,,
147,09/24/20 08:30:23 AM,15.88,20.627,,,
148,09/24/20 08:30:24 AM,15.88,20.603,,,
149,09/24/20 08:30:25 AM,15.88,20.603,,,
150,09/24/20 08:30:26 AM,15.88,20.603,,,
151,09/24/20 08:30:27 AM,15.88,20.579,,,
152,09/24/20 08:30:28 AM,15.88,20.579,,,
153,09/24/20 08:30:29 AM,15.88,20.579,,,
154,09/24/20 08:30:30 AM,15.88,20.555,,,
155,09/24/20 08:30:31 AM,15.88,20.555,,,
156,09/24/20 08:30:32 AM,15.88,20.531,,,
157,09/24/20 08:30:33 AM,15.88,20.531,,,
158,09/24/20 08:30:34 AM,15.88,20.531,,,
159,09/24/20 08:30:35 AM,15.88,20.531,,,
160,09/24/20 08:30:36 AM,15.88,20.507,,,
161,09/24/20 08:30:37 AM,15.88,20.507,,,
162,09/24/20 08:30:38 AM,15.88,20.507,,,
163,09/24/20 08:30:39 AM,15.88,20.484,,,
164,09/24/20 08:30:40 AM,15.88,20.484,,,
165,09/24/20 08:30:41 AM,15.88,20.484,,,
166,09/24/20 08:30:42 AM,15.88,20.484,,,
167,09/24/20 08:30:43 AM,15.88,20.460,,,
168,09/24/20 08:30:44 AM,15.88,20.460,,,
169,09/24/20 08:30:45 AM,15.88,20.436,,,
170,09/24/20 08:30:46 AM,15.88,20.436,,,
171,09/24/20 08:30:47 AM,15.88,20.436,,,
172,09/24/20 08:30:48 AM,15.88,20.412,,,
173,09/24/20 08:30:49 AM,15.88,20.412,,,
174,09/24/20 08:30:50 AM,15.88,20.412,,,
175,09/24/20 08:30:51 AM,15.88,20.412,,,
176,09/24/20 08:30:52 AM,15.88,20.388,,,
177,09/24/20 08:30:53 AM,15.88,20.388,,,
178,09/24/20 08:30:54 AM,15.88,20.365,,,
179,09/24/20 08:30:55 AM,15.88,20.365,,,
180,09/24/20 08:30:56 AM,15.88,20.365,,,
181,09/24/20 08:30:57 AM,15.88,20.341,,,
182,09/24/20 08:30:58 AM,15.88,20.341,,,
183,09/24/20 08:30:59 AM,15.88,20.341,,,
184,09/24/20 08:31:00 AM,15.88,20.317,,,
185,09/24/20 08:31:01 AM,16.22,20.317,,,
186,09/24/20 08:31:02 AM,15.88,20.317,,,
187,09/24/20 08:31:03 AM,15.88,20.293,,,
188,09/24/20 08:31:04 AM,15.88,20.293,,,
189,09/24/20 08:31:05 AM,15.88,20.293,,,
190,09/24/20 08:31:06 AM,15.88,20.269,,,
191,09/24/20 08:31:07 AM,15.88,20.269,,,
192,09/24/20 08:31:08 AM,15.88,20.269,,,
193,09/24/20 08:31:09 AM,15.88,20.246,,,
194,09/24/20 08:31:10 AM,15.88,20.246,,,
195,09/24/20 08:31:11 AM,15.88,20.246,,,
196,09/24/20 08:31:12 AM,15.88,20.222,,,
197,09/24/20 08:31:13 AM,15.88,20.222,,,
198,09/24/20 08:31:14 AM,15.88,20.222,,,
199,09/24/20 08:31:15 AM,15.88,20.198,,,
200,09/24/20 08:31:16 AM,15.88,20.198,,,
201,09/24/20 08:31:17 AM,15.88,20.198,,,
202,09/24/20 08:31:18 AM,15.88,20.174,,,
203,09/24/20 08:31:19 AM,15.88,20.174,,,
204,09/24/20 08:31:20 AM,15.88,20.174,,,
205,09/24/20 08:31:21 AM,15.88,20.150,,,
206,09/24/20 08:31:22 AM,15.88,20.150,,,
207,09/24/20 08:31:23 AM,15.88,20.150,,,
208,09/24/20 08:31:24 AM,15.88,20.126,,,
209,09/24/20 08:31:25 AM,15.88,20.126,,,
210,09/24/20 08:31:26 AM,15.88,20.126,,,
211,09/24/20 08:31:27 AM,15.88,20.126,,,
212,09/24/20 08:31:28 AM,15.88,20.103,,,
213,09/24/20 08:31:29 AM,15.88,20.103,,,
214,09/24/20 08:31:30 AM,15.88,20.079,,,
215,09/24/20 08:31:31 AM,15.88,20.079,,,
216,09/24/20 08:31:32 AM,15.88,20.079,,,
217,09/24/20 08:31:33 AM,15.88,20.055,,,
218,09/24/20 08:31:34 AM,15.88,20.055,,,
219,09/24/20 08:31:35 AM,15.88,20.055,,,
220,09/24/20 08:31:36 AM,15.88,20.055,,,
221,09/24/20 08:31:37 AM,15.88,20.031,,,
222,09/24/20 08:31:38 AM,15.88,20.031,,,
223,09/24/20 08:31:39 AM,15.88,20.031,,,
224,09/24/20 08:31:40 AM,15.88,20.007,,,
225,09/24/20 08:31:41 AM,15.88,20.007,,,
226,09/24/20 08:31:42 AM,15.88,20.007,,,
227,09/24/20 08:31:43 AM,15.88,19.984,,,
228,09/24/20 08:31:44 AM,15.88,19.984,,,
229,09/24/20 08:31:45 AM,15.88,19.984,,,
230,09/24/20 08:31:46 AM,15.88,19.960,,,
231,09/24/20 08:31:47 AM,15.88,19.960,,,
232,09/24/20 08:31:48 AM,15.88,19.936,,,
233,09/24/20 08:31:49 AM,15.88,19.936,,,
234,09/24/20 08:31:50 AM,15.54,19.936,,,
235,09/24/20 08:31:51 AM,15.88,19.936,,,
236,09/24/20 08:31:52 AM,15.54,19.912,,,
237,09/24/20 08:31:53 AM,15.88,19.912,,,
238,09/24/20 08:31:54 AM,15.54,19.912,,,
239,09/24/20 08:31:55 AM,15.88,19.888,,,
240,09/24/20 08:31:56 AM,15.54,19.888,,,
241,09/24/20 08:31:57 AM,15.54,19.888,,,
242,09/24/20 08:31:58 AM,15.88,19.865,,,
243,09/24/20 08:31:59 AM,15.88,19.865,,,
244,09/24/20 08:32:00 AM,15.54,19.841,,,
245,09/24/20 08:32:01 AM,15.88,19.841,,,
246,09/24/20 08:32:02 AM,15.54,19.841,,,
247,09/24/20 08:32:03 AM,15.88,19.841,,,
248,09/24/20 08:32:04 AM,15.88,19.817,,,
249,09/24/20 08:32:05 AM,15.88,19.817,,,
250,09/24/20 08:32:06 AM,15.88,19.817,,,
251,09/24/20 08:32:07 AM,15.54,19.793,,,
252,09/24/20 08:32:08 AM,15.54,19.793,,,
253,09/24/20 08:32:09 AM,15.88,19.793,,,
254,09/24/20 08:32:10 AM,15.54,19.770,,,
255,09/24/20 08:32:11 AM,15.88,19.770,,,
256,09/24/20 08:32:12 AM,15.54,19.770,,,
257,09/24/20 08:32:13 AM,15.88,19.746,,,
258,09/24/20 08:32:14 AM,15.88,19.746,,,
259,09/24/20 08:32:15 AM,15.88,19.746,,,
260,09/24/20 08:32:16 AM,15.88,19.722,,,
261,09/24/20 08:32:17 AM,15.88,19.722,,,
262,09/24/20 08:32:18 AM,15.88,19.698,,,
263,09/24/20 08:32:19 AM,15.88,19.722,,,
264,09/24/20 08:32:20 AM,15.88,19.698,,,
265,09/24/20 08:32:21 AM,15.88,19.698,,,
266,09/24/20 08:32:22 AM,15.88,19.674,,,
267,09/24/20 08:32:23 AM,15.88,19.674,,,
268,09/24/20 08:32:24 AM,15.88,19.674,,,
269,09/24/20 08:32:25 AM,15.88,19.651,,,
270,09/24/20 08:32:26 AM,15.88,19.651,,,
271,09/24/20 08:32:27 AM,15.88,19.651,,,
272,09/24/20 08:32:28 AM,15.54,19.627,,,
273,09/24/20 08:32:29 AM,15.88,19.627,,,
274,09/24/20 08:32:30 AM,15.88,19.603,,,
275,09/24/20 08:32:31 AM,15.88,19.603,,,
276,09/24/20 08:32:32 AM,15.88,19.603,,,
277,09/24/20 08:32:33 AM,15.54,19.603,,,
278,09/24/20 08:32:34 AM,15.88,19.579,,,
279,09/24/20 08:32:35 AM,15.54,19.579,,,
280,09/24/20 08:32:36 AM,15.88,19.579,,,
281,09/24/20 08:32:37 AM,15.88,19.555,,,
282,09/24/20 08:32:38 AM,15.88,19.555,,,
283,09/24/20 08:32:39 AM,15.54,19.532,,,
284,09/24/20 08:32:40 AM,15.88,19.532,,,
285,09/24/20 08:32:41 AM,15.88,19.532,,,
286,09/24/20 08:32:42 AM,15.88,19.532,,,
287,09/24/20 08:32:43 AM,15.88,19.508,,,
288,09/24/20 08:32:44 AM,15.54,19.508,,,
289,09/24/20 08:32:45 AM,15.54,19.508,,,
290,09/24/20 08:32:46 AM,15.88,19.508,,,
291,09/24/20 08:32:47 AM,15.88,19.484,,,
292,09/24/20 08:32:48 AM,15.88,19.484,,,
293,09/24/20 08:32:49 AM,15.88,19.484,,,
294,09/24/20 08:32:50 AM,15.88,19.460,,,
295,09/24/20 08:32:51 AM,15.54,19.460,,,
296,09/24/20 08:32:52 AM,15.54,19.460,,,
297,09/24/20 08:32:53 AM,15.88,19.436,,,
298,09/24/20 08:32:54 AM,15.54,19.436,,,
299,09/24/20 08:32:55 AM,15.54,19.436,,,
300,09/24/20 08:32:56 AM,15.54,19.413,,,
301,09/24/20 08:32:57 AM,15.54,19.413,,,
302,09/24/20 08:32:58 AM,15.54,19.389,,,
303,09/24/20 08:32:59 AM,15.54,19.389,,,
304,09/24/20 08:33:00 AM,15.54,19.389,,,
305,09/24/20 08:33:01 AM,15.54,19.389,,,
306,09/24/20 08:33:02 AM,15.54,19.365,,,
307,09/24/20 08:33:03 AM,15.54,19.365,,,
308,09/24/20 08:33:04 AM,15.54,19.365,,,
309,09/24/20 08:33:05 AM,15.54,19.341,,,
310,09/24/20 08:33:06 AM,15.54,19.341,,,
311,09/24/20 08:33:07 AM,15.54,19.341,,,
312,09/24/20 08:33:08 AM,15.54,19.318,,,
313,09/24/20 08:33:09 AM,15.54,19.318,,,
314,09/24/20 08:33:10 AM,15.54,19.318,,,
315,09/24/20 08:33:11 AM,15.54,19.294,,,
316,09/24/20 08:33:12 AM,15.54,19.294,,,
317,09/24/20 08:33:13 AM,15.54,19.294,,,
318,09/24/20 08:33:14 AM,15.54,19.270,,,
319,09/24/20 08:33:15 AM,15.54,19.270,,,
320,09/24/20 08:33:16 AM,15.54,19.270,,,
321,09/24/20 08:33:17 AM,15.54,19.270,,,
322,09/24/20 08:33:18 AM,15.54,19.246,,,
323,09/24/20 08:33:19 AM,15.54,19.246,,,
324,09/24/20 08:33:20 AM,15.54,19.222,,,
325,09/24/20 08:33:21 AM,15.54,19.246,,,
326,09/24/20 08:33:22 AM,15.54,19.222,,,
327,09/24/20 08:33:23 AM,15.54,19.222,,,
328,09/24/20 08:33:24 AM,15.54,19.222,,,
329,09/24/20 08:33:25 AM,15.54,19.199,,,
330,09/24/20 08:33:26 AM,15.54,19.199,,,
331,09/24/20 08:33:27 AM,15.54,19.199,,,
332,09/24/20 08:33:28 AM,15.54,19.175,,,
333,09/24/20 08:33:29 AM,15.54,19.175,,,
334,09/24/20 08:33:30 AM,15.54,19.151,,,
335,09/24/20 08:33:31 AM,15.54,19.175,,,
336,09/24/20 08:33:32 AM,15.54,19.151,,,
337,09/24/20 08:33:33 AM,15.54,19.151,,,
338,09/24/20 08:33:34 AM,15.54,19.127,,,
339,09/24/20 08:33:35 AM,15.54,19.127,,,
340,09/24/20 08:33:36 AM,15.54,19.127,,,
341,09/24/20 08:33:37 AM,15.54,19.127,,,
342,09/24/20 08:33:38 AM,15.54,19.103,,,
343,09/24/20 08:33:39 AM,15.54,19.103,,,
344,09/24/20 08:33:40 AM,15.54,19.103,,,
345,09/24/20 08:33:41 AM,15.54,19.080,,,
346,09/24/20 08:33:42 AM,15.54,19.080,,,
347,09/24/20 08:33:43 AM,15.54,19.080,,,
348,09/24/20 08:33:44 AM,15.54,19.056,,,
349,09/24/20 08:33:45 AM,15.54,19.056,,,
350,09/24/20 08:33:46 AM,15.54,19.056,,,
351,09/24/20 08:33:47 AM,15.54,19.032,,,
352,09/24/20 08:33:48 AM,15.54,19.056,,,
353,09/24/20 08:33:49 AM,15.54,19.032,,,
354,09/24/20 08:33:50 AM,15.54,19.032,,,
355,09/24/20 08:33:51 AM,15.54,19.008,,,
356,09/24/20 08:33:52 AM,15.54,19.008,,,
357,09/24/20 08:33:53 AM,15.54,19.008,,,
358,09/24/20 08:33:54 AM,15.54,19.008,,,
359,09/24/20 08:33:55 AM,15.54,18.985,,,
360,09/24/20 08:33:56 AM,15.54,18.985,,,
361,09/24/20 08:33:57 AM,15.54,18.985,,,
362,09/24/20 08:33:58 AM,15.54,18.961,,,
363,09/24/20 08:33:59 AM,15.54,18.961,,,
364,09/24/20 08:34:00 AM,15.54,18.961,,,
365,09/24/20 08:34:01 AM,15.54,18.961,,,
366,09/24/20 08:34:02 AM,15.54,18.937,,,
367,09/24/20 08:34:03 AM,15.54,18.937,,,
368,09/24/20 08:34:04 AM,15.54,18.937,,,
369,09/24/20 08:34:05 AM,15.54,18.937,,,
370,09/24/20 08:34:06 AM,15.54,18.913,,,
371,09/24/20 08:34:07 AM,15.54,18.913,,,
372,09/24/20 08:34:08 AM,15.54,18.913,,,
373,09/24/20 08:34:09 AM,15.54,18.889,,,
374,09/24/20 08:34:10 AM,15.54,18.889,,,
375,09/24/20 08:34:11 AM,15.54,18.889,,,
376,09/24/20 08:34:12 AM,15.54,18.866,,,
377,09/24/20 08:34:13 AM,15.54,18.866,,,
378,09/24/20 08:34:14 AM,15.54,18.866,,,
379,09/24/20 08:34:15 AM,15.54,18.842,,,
380,09/24/20 08:34:16 AM,15.54,18.842,,,
381,09/24/20 08:34:17 AM,15.54,18.842,,,
382,09/24/20 08:34:18 AM,15.54,18.818,,,
383,09/24/20 08:34:19 AM,15.54,18.818,,,
384,09/24/20 08:34:20 AM,15.54,18.818,,,
385,09/24/20 08:34:21 AM,15.54,18.818,,,
386,09/24/20 08:34:22 AM,15.54,18.794,,,
387,09/24/20 08:34:23 AM,15.54,18.794,,,
388,09/24/20 08:34:24 AM,15.54,18.794,,,
389,09/24/20 08:34:25 AM,15.54,18.771,,,
390,09/24/20 08:34:26 AM,15.54,18.771,,,
391,09/24/20 08:34:27 AM,15.54,18.771,,,
392,09/24/20 08:34:28 AM,15.54,18.771,,,
393,09/24/20 08:34:29 AM,15.54,18.747,,,
394,09/24/20 08:34:30 AM,15.54,18.747,,,
395,09/24/20 08:34:31 AM,15.54,18.747,,,
396,09/24/20 08:34:32 AM,15.54,18.723,,,
397,09/24/20 08:34:33 AM,15.54,18.723,,,
398,09/24/20 08:34:34 AM,15.54,18.723,,,
399,09/24/20 08:34:35 AM,15.54,18.699,,,
400,09/24/20 08:34:36 AM,15.54,18.699,,,
401,09/24/20 08:34:37 AM,15.54,18.699,,,
402,09/24/20 08:34:38 AM,15.54,18.699,,,
403,09/24/20 08:34:39 AM,15.54,18.675,,,
404,09/24/20 08:34:40 AM,15.54,18.675,,,
405,09/24/20 08:34:41 AM,15.54,18.652,,,
406,09/24/20 08:34:42 AM,15.54,18.652,,,
407,09/24/20 08:34:43 AM,15.54,18.652,,,
408,09/24/20 08:34:44 AM,15.54,18.652,,,
409,09/24/20 08:34:45 AM,15.54,18.652,,,
410,09/24/20 08:34:46 AM,15.54,18.628,,,
411,09/24/20 08:34:47 AM,15.54,18.628,,,
412,09/24/20 08:34:48 AM,15.54,18.628,,,
413,09/24/20 08:34:49 AM,15.54,18.628,,,
414,09/24/20 08:34:50 AM,15.54,18.604,,,
415,09/24/20 08:34:51 AM,15.54,18.604,,,
416,09/24/20 08:34:52 AM,15.54,18.580,,,
417,09/24/20 08:34:53 AM,15.54,18.580,,,
418,09/24/20 08:34:54 AM,15.54,18.580,,,
419,09/24/20 08:34:55 AM,15.54,18.580,,,
420,09/24/20 08:34:56 AM,15.54,18.557,,,
421,09/24/20 08:34:57 AM,15.54,18.557,,,
422,09/24/20 08:34:58 AM,15.54,18.557,,,
423,09/24/20 08:34:59 AM,15.54,18.557,,,
424,09/24/20 08:35:00 AM,15.54,18.533,,,
425,09/24/20 08:35:01 AM,15.54,18.533,,,
426,09/24/20 08:35:02 AM,15.54,18.533,,,
427,09/24/20 08:35:03 AM,15.54,18.533,,,
428,09/24/20 08:35:04 AM,15.54,18.509,,,
429,09/24/20 08:35:05 AM,15.54,18.509,,,
430,09/24/20 08:35:06 AM,15.54,18.509,,,
431,09/24/20 08:35:07 AM,15.54,18.485,,,
432,09/24/20 08:35:08 AM,15.54,18.485,,,
433,09/24/20 08:35:09 AM,15.54,18.485,,,
434,09/24/20 08:35:10 AM,15.54,18.485,,,
435,09/24/20 08:35:11 AM,15.54,18.461,,,
436,09/24/20 08:35:12 AM,15.54,18.461,,,
437,09/24/20 08:35:13 AM,15.54,18.461,,,
438,09/24/20 08:35:14 AM,15.54,18.438,,,
439,09/24/20 08:35:15 AM,15.54,18.438,,,
440,09/24/20 08:35:16 AM,15.54,18.438,,,
441,09/24/20 08:35:17 AM,15.54,18.438,,,
442,09/24/20 08:35:18 AM,15.54,18.438,,,
443,09/24/20 08:35:19 AM,15.54,18.414,,,
444,09/24/20 08:35:20 AM,15.54,18.414,,,
445,09/24/20 08:35:21 AM,15.54,18.414,,,
446,09/24/20 08:35:22 AM,15.54,18.414,,,
447,09/24/20 08:35:23 AM,15.54,18.390,,,
448,09/24/20 08:35:24 AM,15.54,18.390,,,
449,09/24/20 08:35:25 AM,15.54,18.390,,,
450,09/24/20 08:35:26 AM,15.54,18.366,,,
451,09/24/20 08:35:27 AM,15.54,18.366,,,
452,09/24/20 08:35:28 AM,15.54,18.366,,,
453,09/24/20 08:35:29 AM,15.54,18.366,,,
454,09/24/20 08:35:30 AM,15.54,18.343,,,
455,09/24/20 08:35:31 AM,15.54,18.343,,,
456,09/24/20 08:35:32 AM,15.54,18.343,,,
457,09/24/20 08:35:33 AM,15.54,18.319,,,
458,09/24/20 08:35:34 AM,15.54,18.319,,,
459,09/24/20 08:35:35 AM,15.54,18.319,,,
460,09/24/20 08:35:36 AM,15.54,18.319,,,
461,09/24/20 08:35:37 AM,15.54,18.295,,,
462,09/24/20 08:35:38 AM,15.54,18.295,,,
463,09/24/20 08:35:39 AM,15.54,18.295,,,
464,09/24/20 08:35:40 AM,15.54,18.295,,,
465,09/24/20 08:35:41 AM,15.54,18.271,,,
466,09/24/20 08:35:42 AM,15.54,18.271,,,
467,09/24/20 08:35:43 AM,15.54,18.271,,,
468,09/24/20 08:35:44 AM,15.54,18.271,,,
469,09/24/20 08:35:45 AM,15.54,18.271,,,
470,09/24/20 08:35:46 AM,15.54,18.247,,,
471,09/24/20 08:35:47 AM,15.54,18.247,,,
472,09/24/20 08:35:48 AM,15.54,18.247,,,
473,09/24/20 08:35:49 AM,15.54,18.224,,,
474,09/24/20 08:35:50 AM,15.54,18.224,,,
475,09/24/20 08:35:51 AM,15.54,18.224,,,
476,09/24/20 08:35:52 AM,15.54,18.224,,,
477,09/24/20 08:35:53 AM,15.54,18.200,,,
478,09/24/20 08:35:54 AM,15.54,18.200,,,
479,09/24/20 08:35:55 AM,15.54,18.200,,,
480,09/24/20 08:35:56 AM,15.54,18.200,,,
481,09/24/20 08:35:57 AM,15.54,18.176,,,
482,09/24/20 08:35:58 AM,15.54,18.176,,,
483,09/24/20 08:35:59 AM,15.54,18.176,,,
484,09/24/20 08:36:00 AM,15.54,18.176,,,
485,09/24/20 08:36:01 AM,15.54,18.152,,,
486,09/24/20 08:36:02 AM,15.54,18.152,,,
487,09/24/20 08:36:03 AM,15.54,18.152,,,
488,09/24/20 08:36:04 AM,15.54,18.152,,,
489,09/24/20 08:36:05 AM,15.54,18.129,,,
